IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2220,"Deploy new BEP to sea floor.
Recover old BEP.",2022-08-19 16:00:00,2022-08-19 19:51:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2220,2022-08-19 18:24:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3694436,-124.953638,579.25,268.48,-8.34,0.9,1.61,0.1,"",3.30693,5.0738,582.983,0.35,34.1754,./files/dscs/R2220_31421.jpg
2220,2022-08-19 18:25:27,"arrived at old LJ01C",44.3693907,-124.9536126,580.7,264.23,-3.88,0.41,0.57,0.1,"Vehicle ",3.30737,5.0816,583.958,0.35,34.1721,./files/framegrabs/SDI1_8_19_2022 15_57_24_08882.jpg
2220,2022-08-19 18:25:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3693908,-124.9536124,580.56,265.28,-3.65,0.17,0.54,0,"",3.30714,5.0772,583.966,0.35,34.1739,./files/dscs/R2220_31422.jpg
2220,2022-08-19 18:27:04,"waiting for sediment to clear before latching on",44.3693904,-124.953611,580.66,265.47,-3.7,0.39,0.53,0,"",3.30698,5.0744,583.98,0.34,34.1749,./files/framegrabs/SDI1_8_19_2022 15_57_24_08979.jpg
2220,2022-08-19 18:28:28,"bottom of old HYDBBA latched on",44.3693898,-124.9536063,580.63,264.78,-4,0.55,0.54,0,"Vehicle ",3.30699,5.0743,583.984,0.35,34.1751,./files/framegrabs/SDI1_8_19_2022 15_57_24_09063.jpg
2220,2022-08-19 18:28:29,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",44.3693897,-124.9536066,580.61,264.77,-3.95,0.56,0.53,0,"",3.30698,5.0741,583.988,0.34,34.1751,./files/dscs/R2220_31423.jpg
2220,2022-08-19 18:29:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",44.3693914,-124.9536104,580.59,269.38,2.78,0.8,0.43,0,"",3.30704,5.0747,583.888,0.35,34.1753,./files/dscs/R2220_31424.jpg
2220,2022-08-19 18:29:48,"old HYDBBA fully attached to old LJ01C",44.3693927,-124.9536125,580.66,270.47,3.35,0.66,0.42,0,"Vehicle ",3.30699,5.0743,583.899,0.34,34.1751,./files/framegrabs/SDI1_8_19_2022 15_57_24_09143.jpg
2220,2022-08-19 18:31:10,"traveling to site of CAMDS",44.3693856,-124.9536171,579.42,273.21,-3.97,1.29,1.9,0.08,"Vehicle ",3.30867,5.0962,582.71,0.35,34.1728,./files/framegrabs/SDI2_8_19_2022 15_57_26_09222.jpg
2220,2022-08-19 18:32:26,"grabbed brush",44.3693391,-124.9537528,579,272.71,-2.78,2.01,2.61,0.07,"Vehicle ",3.30819,5.0896,582.263,0.35,34.1742,./files/framegrabs/SDI1_8_19_2022 15_57_24_09297.jpg
2220,2022-08-19 18:33:11,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",44.3693189,-124.9538235,578.05,284.47,-1.88,1.9,3.72,0.28,"",3.30922,5.1045,581.313,0.36,34.1713,./files/dscs/R2220_31425.jpg
2220,2022-08-19 18:33:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693195,-124.9538312,579.38,285.99,-2.98,1.88,2.42,0.07,"",3.30863,5.0952,582.653,0.36,34.1733,./files/dscs/R2220_31426.jpg
2220,2022-08-19 18:33:54,"arrived at site of CAMDS",44.3693196,-124.9538455,581.12,291.96,-0.89,1.03,0.58,0,"Vehicle ",3.30718,5.076,584.341,0.35,34.1753,./files/framegrabs/SDI1_8_19_2022 15_57_24_09388.jpg
2220,2022-08-19 18:34:37,"cleaning camera lense",44.3693213,-124.953839,581.02,292.24,-1,0.88,0.59,0,"Vehicle ",3.30752,5.0806,584.364,0.35,34.1745,./files/framegrabs/SDI1_8_19_2022 15_57_24_09430.jpg
2220,2022-08-19 18:34:46,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",44.3693226,-124.9538378,581.06,292.27,-1.04,0.85,0.58,0,"",3.30724,5.0771,584.364,0.35,34.1749,./files/dscs/R2220_31427.jpg
2220,2022-08-19 18:36:31,"main lense cleaned",44.3693261,-124.9538388,581.19,292.58,-1.39,0.74,0.58,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI1_8_19_2022 15_57_24_09544.jpg
2220,2022-08-19 18:37:40,"seconds lense cleaned",44.3693269,-124.9538393,581.14,292.67,-1.42,0.76,0.58,0,"Vehicle ",3.30761,5.0813,584.359,0.35,34.1749,./files/framegrabs/SDI1_8_19_2022 15_57_24_09614.jpg
2220,2022-08-19 18:37:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",44.3693279,-124.9538399,581.23,292.29,-1.17,0.74,0.57,0,"",3.30733,5.0778,584.363,0.35,34.1752,./files/dscs/R2220_31428.jpg
2220,2022-08-19 18:38:07,"line (possibly fishing line)",44.3693282,-124.9538388,581.08,292.26,-1.13,0.73,0.57,0,"Other ",3.30739,5.0792,584.367,0.35,34.1746,./files/framegrabs/SDI1_8_19_2022 15_57_24_09639.jpg
2220,2022-08-19 18:39:09,"cleaning third lense",44.3693279,-124.9538403,581.17,291.97,-1.06,0.53,0.57,0,"Vehicle ",3.30761,5.0805,584.358,0.35,34.1757,./files/framegrabs/SDI1_8_19_2022 15_57_24_09695.jpg
2220,2022-08-19 18:39:48,"third lense cleaned",44.3693245,-124.9538385,581.15,291.89,-1.04,0.51,0.57,0,"Vehicle ",3.30732,5.0779,584.368,0.35,34.175,./files/framegrabs/SDI1_8_19_2022 15_57_24_09743.jpg
2220,2022-08-19 18:41:53,"worm",44.3693288,-124.953833,581.09,291.81,-1.02,0.5,0.57,0,"Biology ",3.30749,5.0804,584.358,0.35,34.1744,./files/framegrabs/SDI1_8_19_2022 15_57_24_09866.jpg
2220,2022-08-19 18:42:20,"finished brushing",44.3693279,-124.9538332,581.22,291.82,-1.03,0.47,0.57,0,"",3.30743,5.0763,584.382,0.34,34.1779,./files/framegrabs/SDI1_8_19_2022 15_57_24_09895.jpg
2220,2022-08-19 18:42:39,"putting brush in box",44.3693282,-124.9538349,581.23,291.81,-0.98,0.46,0.57,0,"Vehicle ",3.30725,5.0767,584.38,0.35,34.1754,./files/framegrabs/SDI1_8_19_2022 15_57_24_09914.jpg
2220,2022-08-19 18:44:24,"remved growths",44.369327,-124.9538425,581.23,291.81,-1.05,0.47,0.56,0,"Vehicle ",3.30719,5.0766,584.362,0.35,34.1748,./files/framegrabs/SDI1_8_19_2022 15_57_24_10017.jpg
2220,2022-08-19 18:45:20,"fish",44.3693258,-124.95384,581.05,291.8,-0.91,0.48,0.57,0,"Biology ",3.30735,5.078,584.361,0.35,34.1753,./files/framegrabs/SDI1_8_19_2022 15_57_24_10073.jpg
2220,2022-08-19 18:47:19,"good fish",44.3693286,-124.9538371,581.1,291.79,-0.82,0.49,0.56,0,"Biology ",3.30724,5.0768,584.367,0.35,34.1752,./files/framegrabs/SDI1_8_19_2022 15_57_24_10194.jpg
2220,2022-08-19 18:51:20,"transitting to new BEP for photo survey",44.3693091,-124.9537579,579.43,107.81,-5.36,1.73,2.26,0.5,"Vehicle ",3.31022,5.113,582.782,0.36,34.1733,./files/framegrabs/SDI1_8_19_2022 15_57_24_10433.jpg
2220,2022-08-19 18:52:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3692705,-124.9535976,579.62,95.39,-4.28,1.56,2,0.32,"",3.31041,5.1151,582.897,0.36,34.1734,./files/dscs/R2220_31429.jpg
2220,2022-08-19 18:52:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1000]",44.3692662,-124.9535808,580.32,90.74,-4.29,0.88,1.3,0.14,"",3.30953,5.1041,583.594,0.36,34.1741,./files/dscs/R2220_31430.jpg
2220,2022-08-19 18:52:43,"arrived at new BEP, circiling for survey",44.3692508,-124.9535721,580.3,75.45,-3.13,1.29,1.33,0.33,"Survey ",3.30883,5.0919,583.549,0.35,34.1784,./files/framegrabs/SDI1_8_19_2022 15_57_24_10516.jpg
2220,2022-08-19 18:52:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3692421,-124.9535645,580.36,58.95,-3.92,1.74,1.29,0.24,"",3.30876,5.0977,583.684,0.35,34.1717,./files/dscs/R2220_31431.jpg
2220,2022-08-19 18:53:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.369226,-124.9534806,580.14,322.87,-3.53,1.73,1.34,0.45,"",3.3078,5.0841,583.517,0.35,34.1747,./files/dscs/R2220_31432.jpg
2220,2022-08-19 18:55:46,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1000]",44.3692979,-124.9535256,579.64,182.79,-3.87,1.07,1.79,0.04,"",3.30886,5.0972,582.89,0.35,34.1737,./files/dscs/R2220_31433.jpg
2220,2022-08-19 18:55:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.3693003,-124.9535253,579.74,183.66,-3.05,1.71,1.63,0.05,"",3.30841,5.0914,583.056,0.35,34.1745,./files/dscs/R2220_31434.jpg
2220,2022-08-19 18:57:04,"starting photo survey of new hydrophone",44.3692896,-124.9535428,579.22,53.66,-4.09,1.97,2.25,0.12,"Survey ",3.30917,5.1069,582.566,0.36,34.1676,./files/framegrabs/SDI1_8_19_2022 15_57_24_10779.jpg
2220,2022-08-19 18:57:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3692934,-124.9535401,579.5,61.54,-4.41,3.02,1.84,0.31,"",-,-,-,-,-,./files/dscs/R2220_31435.jpg
2220,2022-08-19 18:57:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.3693323,-124.953536,579.68,138.48,-4.08,2.38,1.52,0.41,"",3.30927,5.1015,583.088,0.35,34.174,./files/dscs/R2220_31436.jpg
2220,2022-08-19 18:57:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.369338,-124.9535235,579.82,166.42,-3.96,1.81,1.38,0.1,"",3.30951,5.1044,583.166,0.35,34.1738,./files/dscs/R2220_31437.jpg
2220,2022-08-19 18:57:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.3693385,-124.9535197,579.75,168.4,-5.12,1.74,1.43,0.1,"",3.30893,5.0976,583.134,0.35,34.1741,./files/dscs/R2220_31438.jpg
2220,2022-08-19 18:58:25,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3693424,-124.9534819,579.63,202.61,-3.26,2.78,1.53,0.13,"",3.30885,5.0978,582.921,0.35,34.1731,./files/dscs/R2220_31439.jpg
2220,2022-08-19 18:59:06,"Aisha started logging :)",44.3693085,-124.9534423,577.95,302.77,-3.57,1.71,3.33,0.24,"Logger ",3.31161,5.1298,581.257,0.35,34.173,
2220,2022-08-19 19:00:11,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.3693518,-124.953555,579.94,287.91,-3.09,2.04,1.24,0.35,"",3.3101,5.1147,583.28,0.36,34.1699,./files/dscs/R2220_31440.jpg
2220,2022-08-19 19:00:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693572,-124.9535869,580.26,275.25,-3.05,1.53,1,0.31,"",3.31078,5.1223,583.532,0.36,34.17,./files/dscs/R2220_31441.jpg
2220,2022-08-19 19:01:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3693244,-124.9536839,578.43,28.28,-3.42,3.27,3.08,0.31,"",3.31086,5.1224,581.793,0.36,34.1716,./files/dscs/R2220_31442.jpg
2220,2022-08-19 19:02:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.3693495,-124.9536972,579.62,82.97,-4.12,2.54,1.73,0,"",3.30985,5.1093,583.092,0.36,34.1727,./files/dscs/R2220_31443.jpg
2220,2022-08-19 19:02:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",44.3693583,-124.9537001,579.94,84.21,-4.56,2.23,1.53,0.45,"",3.30988,5.1119,583.269,0.36,34.1703,./files/dscs/R2220_31444.jpg
2220,2022-08-19 19:02:59,"photo survey complete",44.3693374,-124.9536496,578.43,344.64,-2.97,1.56,2.88,0.49,"Asset ",3.30847,5.1015,581.815,0.35,34.1655,
2220,2022-08-19 19:04:45,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.3693705,-124.9536637,577.87,176.4,-3.97,1.42,3.32,0.1,"",3.30838,5.093,581.289,0.35,34.1734,./files/dscs/R2220_31445.jpg
2220,2022-08-19 19:04:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.3693697,-124.9536605,578.41,177.05,-3.61,1.24,2.78,0.03,"",3.30982,5.1054,581.788,0.35,34.1769,./files/dscs/R2220_31446.jpg
2220,2022-08-19 19:05:50,"niskins firing",44.3693524,-124.9536394,580.13,176.31,-2.25,0.33,0.76,0,"Vehicle ",3.30958,5.1061,583.3,0.36,34.1728,
2220,2022-08-19 19:06:24,"latch attactched",44.369353,-124.953652,580.19,176.43,-2.04,0.38,0.75,0,"Vehicle ",3.30922,5.0999,583.311,0.35,34.175,
2220,2022-08-19 19:06:34,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693525,-124.9536512,580.04,176.43,-2.04,0.38,0.76,0,"",3.30919,5.1009,583.307,0.35,34.1737,./files/dscs/R2220_31447.jpg
2220,2022-08-19 19:06:44,"port niskin sampled",44.3693517,-124.9536501,580.17,176.41,-2.03,0.38,0.75,0,"Vehicle ",3.30838,5.091,583.326,0.35,34.1743,
2220,2022-08-19 19:08:16,"moving 40m at 270",44.3693582,-124.9536519,579.99,176.42,-2.04,0.38,0.81,0,"Ship Moving ",3.30797,5.0864,583.305,0.35,34.1744,
2220,2022-08-19 19:10:16,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693672,-124.953649,579.96,176.43,-2.04,0.38,0.75,0,"",3.30789,5.0853,583.301,0.35,34.1746,./files/dscs/R2220_31448.jpg
2220,2022-08-19 19:10:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693655,-124.9536509,580.18,176.43,-2.05,0.38,0.75,0,"",3.30782,5.085,583.309,0.35,34.1741,./files/dscs/R2220_31449.jpg
2220,2022-08-19 19:10:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693652,-124.9536489,579.95,176.35,-2.06,0.37,0.75,0,"",3.30804,5.0873,583.303,0.35,34.1742,./files/dscs/R2220_31450.jpg
2220,2022-08-19 19:11:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693646,-124.9536492,580.08,176.35,-2.05,0.37,0.75,0,"",3.30808,5.0872,583.305,0.35,34.1749,./files/dscs/R2220_31451.jpg
2220,2022-08-19 19:12:04,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.369366,-124.9536421,577.54,169,2.29,7.11,0.77,0,"",3.30914,5.0965,579.788,0.35,34.1793,./files/dscs/R2220_31452.jpg
2220,2022-08-19 19:12:06,"package off bottom",44.3693664,-124.953642,576.21,170.27,4.2,4.29,0.77,0,"Vehicle ",3.30991,5.1075,578.699,0.35,34.1775,./files/framegrabs/SDI1_8_19_2022 15_57_24_11679.jpg
2220,2022-08-19 19:13:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.3694982,-124.9535851,544.35,179.8,2.13,1.27,0.75,0.04,"",3.3136,5.1922,546.941,0.43,34.1495,./files/dscs/R2220_31453.jpg
2220,2022-08-19 19:18:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=11400]",44.3691685,-124.9538457,400.12,239.36,5.07,0.76,0.75,0.39,"",3.35453,5.8383,401.328,0.94,34.0342,./files/dscs/R2220_31454.jpg
2220,2022-08-19 19:32:30,"first football removed",44.3693677,-124.9535793,94.26,245.32,10.2,2.33,0.77,0.15,"Vehicle ",-,-,-,-,-,
2220,2022-08-19 19:33:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=11400]",44.3693065,-124.9535318,90.37,237.08,4.94,1.68,0.76,0,"",3.51905,8.2258,89.509,2.43,33.6439,./files/dscs/R2220_31455.jpg
2220,2022-08-19 19:44:42,"package at surface",44.3693582,-124.9532807,5.63,235.83,7.98,0.6,0.76,0.03,"Vehicle ",3.82734,13.8261,4.142,5.21,31.7481,
2220,2022-08-19 19:46:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=1/1000] [ISO Equivalent=400]",44.3693613,-124.9533281,0.34,222.82,-0.5,0.6,0.67,0,"",0.3867,14.5941,-0.191,4.2,2.6019,./files/dscs/R2220_31456.jpg
2220,2022-08-19 19:49:35,"BEP on deck",44.3693613,-124.9533281,0.25,117.11,-0.96,0.39,0.67,0,"Asset ",0.06254,14.8296,-0.197,3.86,0.3825,
2220,2022-08-19 19:51:46,"BEP unlatched",44.3693613,-124.9533281,0.27,118.34,-0.36,-0.44,0.67,0,"Vehicle ",-,-,-,-,-,
2220,2022-08-19 19:54:50,"package secured on deck",0,0,0,0,0,0,0,0,"Vehicle ",-,-,-,-,-,
