IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2212,"Recover AoA at MJ03F.  
Swap CTD at MJ03F.  
Pre-stage cable at MJ03F.",2022-08-14 01:15:00,2022-08-14 07:17:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2212,2022-08-14 02:53:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9550145,-130.0087841,1518.77,163.92,-10.04,1.55,8.49,1.04,"",3.14228,2.4175,1534.373,0.56,34.5124,./files/dscs/R2212_29228.jpg
2212,2022-08-14 02:53:31,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9550441,-130.0087885,1517.52,197.71,-8.62,1.07,9.43,0.91,"",3.14211,2.413,1533.085,0.57,34.5157,./files/dscs/R2212_29229.jpg
2212,2022-08-14 02:53:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9550628,-130.0087857,1520.59,195.7,-16.38,0.01,7.25,0.7,"",3.14093,2.3989,1536.035,0.57,34.5148,./files/dscs/R2212_29230.jpg
2212,2022-08-14 02:53:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9550721,-130.0087722,1522.63,196.51,-9.95,2.52,4.59,0,"",3.14096,2.3993,1538.058,0.57,34.5137,./files/dscs/R2212_29231.jpg
2212,2022-08-14 02:53:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9550694,-130.0087625,1524.43,194.9,-10.29,1.52,2.94,0.18,"",3.1406,2.3911,1539.817,0.57,34.5172,./files/dscs/R2212_29232.jpg
2212,2022-08-14 02:54:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1000]",45.9550668,-130.0087597,1525.67,194.66,-10.1,0.47,1.5,0,"",3.14033,2.3883,1541.359,0.57,34.516,./files/dscs/R2212_29233.jpg
2212,2022-08-14 02:54:09,"CTD landed on bottom",45.9550659,-130.0087617,1526.21,194.3,-8.63,2.9,0.99,0.15,"",3.14059,2.3921,1541.832,0.57,34.5149,./files/framegrabs/SDI2_8_14_2022 01_07_11_06413.jpg
2212,2022-08-14 02:54:13,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9550673,-130.0087634,1526.25,193.49,-7.06,0.11,0.95,0.04,"",3.14051,2.3898,1541.832,0.57,34.5164,./files/dscs/R2212_29234.jpg
2212,2022-08-14 02:54:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9550653,-130.0087674,1526.45,193.2,-0.95,0.21,0.86,0.05,"",3.14036,2.3887,1541.848,0.58,34.5158,./files/dscs/R2212_29235.jpg
2212,2022-08-14 02:54:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9550633,-130.0087676,1526.46,193.2,-0.6,0.27,0.69,0.14,"",3.14045,2.3896,1541.844,0.57,34.5159,./files/dscs/R2212_29236.jpg
2212,2022-08-14 02:54:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9550628,-130.0087673,1526.44,193.22,0.24,0.41,0.66,0,"",3.14067,2.392,1541.84,0.57,34.516,./files/dscs/R2212_29237.jpg
2212,2022-08-14 02:54:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9550628,-130.0087659,1526.48,193.22,0.18,0.4,0.66,0,"",3.14073,2.3923,1541.847,0.57,34.5165,./files/dscs/R2212_29238.jpg
2212,2022-08-14 02:54:56,"Plug placed on sea floor",45.9550761,-130.0087691,1526.41,193.23,-0.18,0.32,0.86,0.1,"",3.14066,2.3919,1541.847,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_06462.jpg
2212,2022-08-14 02:55:45,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9550544,-130.008808,1525.3,230.77,-4.67,1.57,1.71,0.41,"",3.14046,2.3901,1540.877,0.57,34.5159,./files/dscs/R2212_29239.jpg
2212,2022-08-14 02:55:53,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9550442,-130.0088164,1524.94,218.04,-6.81,0,2.14,0.5,"",3.14056,2.3911,1540.501,0.58,34.5164,./files/dscs/R2212_29240.jpg
2212,2022-08-14 02:56:32,"Opening tolbox gate",45.9549958,-130.0088052,1526.05,232.72,-6.3,1.63,1.07,0.13,"",3.141,2.3971,1541.481,0.57,34.5149,
2212,2022-08-14 02:57:13,"Unlatching gate",45.9549986,-130.0088009,1526.24,232.27,0,0.92,0.63,0,"",3.14114,2.3989,1541.628,0.57,34.5146,./files/framegrabs/SDI1_8_14_2022 01_07_09_06598.jpg
2212,2022-08-14 02:58:54,"unhooking side of toolbasket",45.9549874,-130.0088026,1526.26,231.13,-0.33,0.89,0.78,0.63,"Vehicle ",3.14095,2.3933,1541.628,0.57,34.5182,./files/framegrabs/SDI1_8_14_2022 01_07_09_06704.jpg
2212,2022-08-14 02:59:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9549552,-130.0087766,1526.27,231.14,-0.36,0.87,0.77,0.41,"",3.14065,2.3918,1541.622,0.57,34.5161,./files/dscs/R2212_29241.jpg
2212,2022-08-14 02:59:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.954942,-130.0087764,1526.23,231.14,-0.39,0.86,0.78,0.66,"",3.14105,2.3943,1541.621,0.57,34.5184,./files/dscs/R2212_29242.jpg
2212,2022-08-14 03:00:07,"left arm grabbing cable handle",45.9549192,-130.0087784,1526.23,231.13,-0.37,0.87,0.78,0.76,"Vehicle ",3.14046,2.3896,1541.613,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_06775.jpg
2212,2022-08-14 03:00:46,"left arm pulling bungee to detach cable",45.954905,-130.008787,1526.24,230.51,-0.28,1.02,0.93,0.14,"Vehicle ",3.14053,2.3905,1541.616,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_06816.jpg
2212,2022-08-14 03:01:10,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",45.9549685,-130.0087966,1526.24,230.5,-0.38,0.97,0.93,0.32,"",3.14075,2.3942,1541.617,0.57,34.5148,./files/dscs/R2212_29243.jpg
2212,2022-08-14 03:02:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",45.9550661,-130.0088137,1526.21,230.5,-0.39,0.97,0.93,0.57,"",3.14144,2.4018,1541.602,0.57,34.515,./files/dscs/R2212_29244.jpg
2212,2022-08-14 03:02:30,"left arm holding cable handle",45.9550776,-130.0088107,1526.19,230.51,-0.38,0.97,0.77,0.59,"Vehicle ",3.14207,2.4026,1541.616,0.57,34.522,./files/framegrabs/SDI1_8_14_2022 01_07_09_06920.jpg
2212,2022-08-14 03:02:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9550776,-130.0088107,1526.19,230.51,-0.38,0.97,0.77,0.59,"",3.14207,2.4026,1541.616,0.57,34.522,./files/dscs/R2212_29245.jpg
2212,2022-08-14 03:02:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.955075,-130.0088078,1526.3,230.5,-0.36,0.98,0.93,0.12,"",3.14218,2.4098,1541.611,0.57,34.5157,./files/dscs/R2212_29246.jpg
2212,2022-08-14 03:03:03,"right arm pulling bungee off new CTD",45.955063,-130.0088095,1526.25,230.5,-0.36,0.99,0.77,0.04,"Vehicle ",3.14047,2.3897,1541.619,0.57,34.5162,./files/framegrabs/SDI1_8_14_2022 01_07_09_06981.jpg
2212,2022-08-14 03:03:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9550458,-130.0088108,1526.26,230.5,-0.38,0.98,0.93,0.11,"",3.14127,2.3994,1541.616,0.57,34.5156,./files/dscs/R2212_29247.jpg
2212,2022-08-14 03:03:51,"DSC: Please add comment [Focal Length=32] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9550352,-130.0088282,1526.34,226.15,-0.58,0.93,0.62,0.36,"",3.14112,2.3971,1541.608,0.57,34.5163,./files/dscs/R2212_29248.jpg
2212,2022-08-14 03:04:14,"right arm grabbing top handle of new CTD",45.9550237,-130.0088234,1526.24,228.73,-0.6,0.97,0.59,0,"Vehicle ",3.14175,2.4051,1541.615,0.57,34.5154,./files/framegrabs/SDI1_8_14_2022 01_07_09_07044.jpg
2212,2022-08-14 03:04:44,"DSC: Please add comment [Focal Length=32] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=500]",45.9550133,-130.0088143,1526.26,226.49,-0.51,1.14,0.83,0.03,"",3.14174,2.4069,1541.608,0.57,34.5134,./files/dscs/R2212_29249.jpg
2212,2022-08-14 03:04:52,"right arm lifting new CTD out of toolbasket",45.9550114,-130.0088122,1526.24,226.49,-0.55,1.13,0.82,0,"Vehicle ",3.14123,2.4002,1541.62,0.57,34.5142,./files/framegrabs/SDI2_8_14_2022 01_07_11_07060.jpg
2212,2022-08-14 03:05:19,"DSC: Please add comment [Focal Length=32] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9550072,-130.0088104,1526,224.62,-8.72,3.11,0.99,0.06,"",3.14167,2.4014,1541.562,0.57,34.5184,./files/dscs/R2212_29250.jpg
2212,2022-08-14 03:05:29,"leaving toolbasket, flying back to old CTD location",45.9550071,-130.0088027,1524.83,225,-8.31,3.89,1.47,0,"Vehicle ",3.14246,2.4119,1540.287,0.57,34.5175,./files/framegrabs/SDI1_8_14_2022 01_07_09_07097.jpg
2212,2022-08-14 03:07:08,"flying over site",45.9548178,-130.0087953,1520.25,299.78,-11.4,4.11,6.61,0.53,"Vehicle ",3.1405,2.3935,1535.819,0.57,34.5154,./files/framegrabs/SDI1_8_14_2022 01_07_09_07198.jpg
2212,2022-08-14 03:07:43,"identifying suitable deployment location",45.954793,-130.008822,1522.78,320.62,-12.71,3.14,4,0.5,"Survey ",3.14076,2.394,1538.449,0.57,34.5167,./files/framegrabs/SDI1_8_14_2022 01_07_09_07233.jpg
2212,2022-08-14 03:07:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9548024,-130.0088328,1524.27,319.58,-11.15,1.72,2.27,0.33,"",3.14039,2.3896,1539.9,0.57,34.5161,./files/dscs/R2212_29251.jpg
2212,2022-08-14 03:08:33,"new CTD deployed at former location, on bottom",45.9548118,-130.0088413,1525.57,320.51,-0.26,4.08,0.92,0,"Asset ",3.14059,2.3909,1540.928,0.57,34.5166,./files/framegrabs/SDI1_8_14_2022 01_07_09_07281.jpg
2212,2022-08-14 03:10:24,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9548224,-130.0088779,1525.4,320.73,-7.14,4.53,1,0,"",3.1404,2.3892,1540.909,0.57,34.5163,./files/dscs/R2212_29252.jpg
2212,2022-08-14 03:10:43,"flying with cable in left arm to plug in",45.9548226,-130.0088896,1523.73,335.7,-8.8,1.55,2.62,0.27,"Vehicle ",3.14092,2.3967,1539.357,0.57,34.5154,./files/framegrabs/SDI1_8_14_2022 01_07_09_07413.jpg
2212,2022-08-14 03:11:39,"cable arriving at box",45.9548603,-130.0089038,1524.05,345.39,-7.21,2.66,2.27,0.22,"Cabled Plug ",3.14037,2.3896,1539.616,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_07469.jpg
2212,2022-08-14 03:12:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548613,-130.0088987,1525.48,337.56,-7.66,2.14,0.82,0.07,"",3.14055,2.3911,1541.084,0.57,34.5159,./files/dscs/R2212_29253.jpg
2212,2022-08-14 03:12:06,"approaching J12 with cable",45.9548613,-130.0088982,1525.54,338.23,-7.15,2.17,0.77,0,"Cabled Plug ",3.1405,2.3904,1541.123,0.57,34.5159,./files/framegrabs/SDI1_8_14_2022 01_07_09_07494.jpg
2212,2022-08-14 03:12:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9548602,-130.0088955,1525.7,338.48,-6.34,0.39,0.66,0,"",3.14088,2.3942,1541.193,0.57,34.5166,./files/dscs/R2212_29254.jpg
2212,2022-08-14 03:12:30,"transfer from left to right arm",45.9548592,-130.0088915,1525.73,338.47,-6.32,0.4,0.65,0,"Cabled Plug ",3.14067,2.3927,1541.2,0.57,34.5156,./files/framegrabs/SDI1_8_14_2022 01_07_09_07520.jpg
2212,2022-08-14 03:13:04,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9548586,-130.0088892,1525.72,338.45,-6.39,0.34,0.66,0,"",3.14038,2.3889,1541.199,0.57,34.5161,./files/dscs/R2212_29255.jpg
2212,2022-08-14 03:13:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9548588,-130.0088913,1525.74,338.45,-6.4,0.32,0.83,0,"",-,-,-,-,-,./files/dscs/R2212_29256.jpg
2212,2022-08-14 03:13:28,"right arm spinning cable handle",45.9548579,-130.0088932,1525.74,338.44,-6.44,0.29,0.66,0,"Vehicle ",3.14035,2.3885,1541.197,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_07578.jpg
2212,2022-08-14 03:13:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9548579,-130.0088932,1525.74,338.44,-6.45,0.28,0.66,0,"",3.14041,2.3888,1541.199,0.57,34.5165,./files/dscs/R2212_29257.jpg
2212,2022-08-14 03:13:52,"left arm grabbing handle",45.9548556,-130.0088912,1525.73,338.43,-6.61,0.1,0.67,0,"Vehicle ",3.14038,2.3889,1541.198,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_07600.jpg
2212,2022-08-14 03:14:13,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9548559,-130.0088924,1525.72,338.42,-6.57,0.15,0.66,0,"",3.14042,2.3893,1541.196,0.57,34.5163,./files/dscs/R2212_29258.jpg
2212,2022-08-14 03:15:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9548548,-130.0088928,1525.68,338.39,-6.52,0.21,0.67,0,"",3.14039,2.3889,1541.201,0.57,34.5162,./files/dscs/R2212_29259.jpg
2212,2022-08-14 03:15:33,"pulling cable cap off",45.9548583,-130.0088937,1525.68,338.39,-6.53,0.2,0.66,0,"Cabled Plug ",3.14039,2.389,1541.187,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_07701.jpg
2212,2022-08-14 03:16:04,"placing cable cap into blue milkcrate",45.9548621,-130.0088961,1525.75,338.39,-6.72,0,0.67,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_07734.jpg
2212,2022-08-14 03:16:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9548641,-130.0088913,1525.73,338.37,-6.81,0.1,0.67,0,"",3.1404,2.3891,1541.184,0.57,34.5161,./files/dscs/R2212_29260.jpg
2212,2022-08-14 03:16:48,"DSC: Please add comment [Focal Length=28] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9548634,-130.0088888,1525.75,338.38,-6.83,0.11,0.67,0,"",3.14037,2.3889,1541.183,0.57,34.516,./files/dscs/R2212_29261.jpg
2212,2022-08-14 03:17:05,"DSC: Please add comment [Focal Length=28] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9548625,-130.0088845,1525.91,338.37,-6.33,0.42,0.66,0,"",3.14039,2.3889,1541.178,0.57,34.5161,./files/dscs/R2212_29262.jpg
2212,2022-08-14 03:17:16,"plugging cable into J12",45.9548628,-130.0088843,1525.93,338.37,-6.35,0.4,0.66,0,"Cabled Plug ",3.14038,2.3889,1541.178,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_07804.jpg
2212,2022-08-14 03:17:46,"cable is connceted to J12",45.9548629,-130.0088843,1525.9,337.44,-6.19,0.58,0.66,0,"Cabled Plug ",3.14063,2.3911,1541.189,0.57,34.5168,./files/framegrabs/SDI1_8_14_2022 01_07_09_07836.jpg
2212,2022-08-14 03:17:54,"DSC: Please add comment [Focal Length=52] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=450]",45.9548624,-130.0088828,1525.87,336.89,-6.17,0.67,0.65,0,"",3.14045,2.39,1541.196,0.57,34.5158,./files/dscs/R2212_29263.jpg
2212,2022-08-14 03:18:06,"pushing cable into J12",45.9548599,-130.0088811,1525.91,336.88,-6.16,0.67,0.65,0,"Cabled Plug ",3.14049,2.3889,1541.191,0.57,34.5175,./files/framegrabs/SDI1_8_14_2022 01_07_09_07854.jpg
2212,2022-08-14 03:19:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9548576,-130.0088637,1524.3,321.08,-6.67,2.45,2.2,0,"",3.14039,2.3903,1539.689,0.57,34.5156,./files/dscs/R2212_29264.jpg
2212,2022-08-14 03:19:25,"quick survey of J box",45.9549179,-130.0088719,1524.13,214.89,-6.05,1.99,2.76,0.76,"Survey ",3.14033,2.3892,1539.567,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_07935.jpg
2212,2022-08-14 03:19:31,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9549242,-130.0088939,1524.16,193.54,-4.6,3.34,2.65,0.38,"",3.14032,2.3889,1539.727,0.57,34.5161,./files/dscs/R2212_29265.jpg
2212,2022-08-14 03:19:50,"observing J7",45.9549162,-130.0088914,1525.38,195.78,-6.58,2.8,1.46,0.04,"Cabled Plug ",3.14092,2.393,1540.907,0.57,34.5184,./files/framegrabs/SDI1_8_14_2022 01_07_09_07958.jpg
2212,2022-08-14 03:20:20,"unplugging J7",45.9549216,-130.0088954,1526.17,197.39,-1.88,2.97,0.78,0,"Cabled Plug ",3.14049,2.39,1541.361,0.57,34.5163,./files/framegrabs/SDI1_8_14_2022 01_07_09_07990.jpg
2212,2022-08-14 03:20:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=500]",45.9549248,-130.0088954,1526.15,195.96,-1.76,2.67,0.77,0,"",3.14048,2.39,1541.357,0.57,34.5161,./files/dscs/R2212_29266.jpg
2212,2022-08-14 03:20:51,"right arm grabbing J7 cable handle",45.9549269,-130.0088938,1526.11,195.9,-1.76,2.66,0.77,0,"Cabled Plug ",3.14061,2.392,1541.365,0.57,34.5155,./files/framegrabs/SDI1_8_14_2022 01_07_09_08029.jpg
2212,2022-08-14 03:21:04,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9549273,-130.0088911,1526.12,195.9,-1.78,2.66,0.77,0,"",3.14047,2.3896,1541.374,0.57,34.5163,./files/dscs/R2212_29267.jpg
2212,2022-08-14 03:21:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=500]",45.9549242,-130.0088852,1526.11,195.91,-1.82,2.66,0.78,0,"",3.14042,2.3896,1541.377,0.57,34.5159,./files/dscs/R2212_29268.jpg
2212,2022-08-14 03:21:28,"right arm grabbing dummy plug at J8",45.9549214,-130.0088793,1526.11,195.92,-1.82,2.67,0.77,0,"Dummy Plug ",3.14047,2.39,1541.374,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_08058.jpg
2212,2022-08-14 03:21:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9549189,-130.0088754,1526.11,195.91,-1.81,2.66,0.78,0,"",3.14047,2.39,1541.385,0.57,34.5159,./files/dscs/R2212_29269.jpg
2212,2022-08-14 03:22:08,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549167,-130.0088684,1526.09,195.64,-1.05,2.55,0.75,0,"",3.14051,2.3905,1541.371,0.57,34.5159,./files/dscs/R2212_29270.jpg
2212,2022-08-14 03:22:32,"retrieving J8 cable",45.9549125,-130.0088614,1526.16,195.71,-1.12,2.47,0.76,0,"Cabled Plug ",3.14077,2.3933,1541.363,0.57,34.5161,./files/framegrabs/SDI1_8_14_2022 01_07_09_08120.jpg
2212,2022-08-14 03:23:52,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549653,-130.0088823,1524.3,125.21,-7.16,0.28,2.55,0.25,"",3.14109,2.4,1539.852,0.57,34.5137,./files/dscs/R2212_29271.jpg
2212,2022-08-14 03:24:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9550273,-130.0089072,1522.63,155.25,-4.32,1.01,4.42,0.64,"",3.14057,2.3928,1538.12,0.57,34.5158,./files/dscs/R2212_29272.jpg
2212,2022-08-14 03:25:02,"placing J8 cable near toolbasket",45.9550402,-130.0088835,1526.18,182.79,-1.57,1.44,0.66,0,"Cabled Plug ",3.14072,2.3928,1541.541,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_08270.jpg
2212,2022-08-14 03:25:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549458,-130.0091038,1524.03,231.15,-3.51,0.19,2.78,0.59,"",3.14038,2.3899,1539.52,0.57,34.5158,./files/dscs/R2212_29273.jpg
2212,2022-08-14 03:26:01,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9549387,-130.0091228,1523.9,231.07,-5.99,1.69,2.98,0.25,"",3.14043,2.3906,1539.396,0.57,34.5158,./files/dscs/R2212_29274.jpg
2212,2022-08-14 03:26:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",45.9549449,-130.0091922,1524.49,163.98,-4.87,0.42,2.46,0.66,"",3.14036,2.3893,1539.97,0.57,34.516,./files/dscs/R2212_29275.jpg
2212,2022-08-14 03:26:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549157,-130.0092263,1525.08,80.32,-6.91,2,1.69,0,"",3.14082,2.3954,1540.664,0.57,34.5149,./files/dscs/R2212_29276.jpg
2212,2022-08-14 03:26:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9549191,-130.0092305,1525.9,82.47,-5.92,0.64,0.95,0,"",3.14067,2.3919,1541.388,0.57,34.5163,./files/dscs/R2212_29277.jpg
2212,2022-08-14 03:26:59,"right arm grabbing the rope to carry",45.9549195,-130.0092314,1525.94,82.44,-5.81,0.53,0.95,0,"Vehicle ",3.14077,2.3925,1541.383,0.57,34.517,./files/framegrabs/SDI1_8_14_2022 01_07_09_08389.jpg
2212,2022-08-14 03:27:30,"right arm grabbing handle to lift A0A",45.9549226,-130.0092351,1525.95,82.22,-5.81,0.48,0.96,0.05,"Vehicle ",3.1405,2.3904,1541.379,0.57,34.5158,./files/framegrabs/SDI1_8_14_2022 01_07_09_08420.jpg
2212,2022-08-14 03:28:21,"flying A0A  to toolbasket",45.9549774,-130.0091471,1521.71,127.9,-11.32,0.52,5.75,0.44,"Asset ",3.14042,2.3912,1537.341,0.57,34.5162,./files/framegrabs/SDI1_8_14_2022 01_07_09_08469.jpg
2212,2022-08-14 03:31:11,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",45.9550576,-130.0089123,1524.24,166.03,-8.93,2.05,3.15,0.35,"",3.14056,2.3936,1539.914,0.57,34.5139,./files/dscs/R2212_29278.jpg
2212,2022-08-14 03:31:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9550626,-130.0089019,1524.79,164.03,-10.63,0.57,2.83,0.34,"",3.14057,2.3916,1540.358,0.57,34.516,./files/dscs/R2212_29279.jpg
2212,2022-08-14 03:31:33,"DSC: Please add comment [Focal Length=29] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9550715,-130.0088957,1525.49,162.23,-9.08,0.09,1.86,0.1,"",3.14077,2.3934,1541.089,0.57,34.5161,./files/dscs/R2212_29280.jpg
2212,2022-08-14 03:31:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.955081,-130.0088786,1523.91,179.45,-7.02,0.79,3.77,0.13,"",3.14055,2.3914,1539.458,0.57,34.5165,./files/dscs/R2212_29281.jpg
2212,2022-08-14 03:32:00,"A0A on bottom next to J8 cable",45.9550785,-130.0088746,1523.93,178.89,-6.16,1.39,3.4,0.33,"Cabled Plug ",3.14083,2.393,1539.497,0.57,34.5181,./files/framegrabs/SDI1_8_14_2022 01_07_09_08690.jpg
2212,2022-08-14 03:32:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9550605,-130.0088395,1524.95,195.45,-7.75,1.38,2.07,0.38,"",3.14062,2.3924,1540.483,0.57,34.5156,./files/dscs/R2212_29282.jpg
2212,2022-08-14 03:33:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9550051,-130.0087587,1523.84,241.3,-7.28,1.55,3.1,0.44,"",3.14077,2.3928,1539.377,0.57,34.5176,./files/dscs/R2212_29283.jpg
2212,2022-08-14 03:34:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550177,-130.0087533,1525.23,240.84,-9.04,0.88,1.8,0.21,"",-,-,-,-,-,./files/dscs/R2212_29284.jpg
2212,2022-08-14 03:34:12,"placing cable closer to toolbasket",45.9550177,-130.0087533,1525.23,240.84,-9.04,0.88,1.8,0.21,"Cabled Plug ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_08820.jpg
2212,2022-08-14 03:34:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549838,-130.0088493,1523.95,243.63,-7.66,1.28,2.94,0.77,"",3.14042,2.3903,1539.5,0.57,34.516,./files/dscs/R2212_29285.jpg
2212,2022-08-14 03:35:37,"sea star",45.9549568,-130.0089925,1524.39,105.53,-5.61,1.35,2.49,0.2,"Biology ",3.14062,2.3929,1539.852,0.57,34.5155,./files/framegrabs/SDI1_8_14_2022 01_07_09_08905.jpg
