IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2217,"Swap CTDPFB304 (Chadwick).  
Recover COVIS Thermistors.  
Beware Calibration Spheres on 'invisible' tether, COVIS target 1&amp;2.",2022-08-15 15:42:26,2022-08-15 19:49:26

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2217,2022-08-15 18:11:57,"adjusting CTD position in basket",45.9337772,-130.0138792,1540.04,247.72,-2.82,1.56,1.32,0,"",3.12443,2.422,1555.546,0.55,34.279,./files/framegrabs/SDI1_8_15_2022 15_43_18_08914.jpg
2217,2022-08-15 18:12:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9337807,-130.0138879,1539.12,215.1,-4.88,1.84,1.66,0.28,"",3.12443,2.4223,1554.711,0.55,34.2792,./files/dscs/R2217_31092.jpg
2217,2022-08-15 18:14:25,"ROV landed on basketgate and bumped it",45.9337329,-130.0139495,1539.79,58.25,-0.22,0.01,0.96,0,"Vehicle ",3.12448,2.4225,1555.292,0.55,34.2794,./files/framegrabs/SDI1_8_15_2022 15_43_18_09064.jpg
2217,2022-08-15 18:16:04,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9337471,-130.0139616,1539.76,59.11,-0.14,0.21,0.88,0,"",3.12444,2.4221,1555.3,0.55,34.2793,./files/dscs/R2217_31093.jpg
2217,2022-08-15 18:16:35,"arm clipped carabiner onto tripod leg",45.9337449,-130.0139581,1539.78,58.31,0.35,0.55,0.88,0,"",3.12499,2.4266,1555.314,0.55,34.2812,./files/framegrabs/SDI1_8_15_2022 15_43_18_09195.jpg
2217,2022-08-15 18:20:30,"left arm placed orange strap on CTD",45.9337396,-130.0139598,1539.79,58.01,0.07,0.51,0.92,0,"",3.12483,2.4257,1555.361,0.55,34.2802,./files/framegrabs/SDI1_8_15_2022 15_43_18_09427.jpg
2217,2022-08-15 18:22:08,"left arm tightening strap",45.9337438,-130.0139533,1539.85,58.49,0.13,0.46,0.94,0,"",3.1249,2.4255,1555.374,0.55,34.2812,./files/framegrabs/SDI1_8_15_2022 15_43_18_09527.jpg
2217,2022-08-15 18:24:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9337322,-130.0139475,1540.05,32.24,-1.68,7.02,1.2,0,"",3.12668,2.4277,1555.401,0.55,34.3006,./files/dscs/R2217_31094.jpg
2217,2022-08-15 18:25:18,"both arms looping gate bungees",45.9337314,-130.013947,1540.07,32.53,-1.49,6.43,1.2,0,"",3.12477,2.4226,1555.409,0.55,34.2827,./files/framegrabs/SDI1_8_15_2022 15_43_18_09718.jpg
2217,2022-08-15 18:27:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=1/80] [ISO Equivalent=12800]",45.9337251,-130.0139758,1531,102.9,-2.69,2.01,9.27,0.16,"",3.12462,2.4255,1546.534,0.55,34.2822,./files/dscs/R2217_31095.jpg
2217,2022-08-15 18:27:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=9000]",45.9337206,-130.0139752,1530.44,102.6,-5.86,1.01,9.8,0.2,"",3.12468,2.4252,1546.062,0.55,34.2835,./files/dscs/R2217_31096.jpg
2217,2022-08-15 18:28:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9337248,-130.0139308,1532.11,124.39,-4.97,3.51,8.83,0.44,"",3.12426,2.4205,1547.632,0.55,34.2826,./files/dscs/R2217_31097.jpg
2217,2022-08-15 18:28:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9337514,-130.0139011,1533.88,154.75,-3.72,3.98,7.08,0.55,"",3.12445,2.4217,1549.466,0.55,34.2827,./files/dscs/R2217_31098.jpg
2217,2022-08-15 18:28:29,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.933761,-130.0138823,1535.26,175.93,-4.72,3.94,5.8,0.38,"",3.12451,2.4219,1550.905,0.55,34.2824,./files/dscs/R2217_31099.jpg
2217,2022-08-15 18:28:31,"photosurvey",45.9337617,-130.013876,1535.6,189.97,-5.99,3.04,5.41,0.48,"",3.1245,2.4217,1551.186,0.55,34.2824,./files/framegrabs/SDI1_8_15_2022 15_43_18_09910.jpg
2217,2022-08-15 18:28:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337576,-130.0138506,1535.43,203.26,-6.26,4.53,5.5,0.29,"",3.12463,2.4227,1551.125,0.55,34.283,./files/dscs/R2217_31100.jpg
2217,2022-08-15 18:28:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9337551,-130.0138166,1535.45,217.81,-4.92,3.11,5.39,0.65,"",3.12461,2.4229,1551.055,0.55,34.2825,./files/dscs/R2217_31101.jpg
2217,2022-08-15 18:28:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.933742,-130.013786,1535.06,249.79,-4.83,2.67,5.93,0.68,"",3.12451,2.4222,1550.54,0.55,34.2823,./files/dscs/R2217_31102.jpg
2217,2022-08-15 18:29:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337194,-130.0137745,1534.64,275.34,-4.78,3.67,6.07,0.66,"",3.12455,2.4227,1550.269,0.55,34.2825,./files/dscs/R2217_31103.jpg
2217,2022-08-15 18:29:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.933705,-130.0137803,1535.65,279.68,-6.54,0.49,4.81,0.22,"",3.1246,2.4224,1551.428,0.55,34.2828,./files/dscs/R2217_31104.jpg
2217,2022-08-15 18:29:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337018,-130.0137868,1533.77,278.04,-5.87,1.91,7.08,0.09,"",3.12473,2.4245,1549.344,0.55,34.2832,./files/dscs/R2217_31105.jpg
2217,2022-08-15 18:29:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=9000]",45.9336962,-130.0137862,1534.55,289.33,-8,1.26,6.1,0.41,"",3.12487,2.426,1550.244,0.55,34.2829,./files/dscs/R2217_31106.jpg
2217,2022-08-15 18:30:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.933647,-130.013812,1533.67,336.83,-4.27,1.56,7.21,0.38,"",3.12453,2.4231,1549.235,0.55,34.2823,./files/dscs/R2217_31107.jpg
2217,2022-08-15 18:30:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9336395,-130.013833,1534.79,337.21,-4.29,-0.02,5.73,0.22,"",3.12453,2.4225,1550.45,0.55,34.2823,./files/dscs/R2217_31108.jpg
2217,2022-08-15 18:30:24,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9336473,-130.0138196,1535.18,330.74,-4.36,0.41,5.56,0.55,"",3.125,2.4283,1550.771,0.55,34.2818,./files/dscs/R2217_31109.jpg
2217,2022-08-15 18:30:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.9336703,-130.01379,1534.99,297.84,-5.79,0.82,5.92,0,"",3.12485,2.4248,1550.572,0.55,34.2837,./files/dscs/R2217_31110.jpg
2217,2022-08-15 18:30:45,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9336961,-130.0137828,1535.24,272.08,-5.77,0.85,5.48,0.68,"",3.12542,2.4283,1550.835,0.55,34.2868,./files/dscs/R2217_31111.jpg
2217,2022-08-15 18:30:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.9337305,-130.0137994,1536.12,234.81,-5.09,1.09,4.64,0.65,"",3.12472,2.4238,1551.746,0.55,34.2827,./files/dscs/R2217_31112.jpg
2217,2022-08-15 18:31:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337485,-130.0138279,1536.05,203.2,-5.75,1.77,4.7,0,"",3.12473,2.4239,1551.766,0.55,34.2826,./files/dscs/R2217_31113.jpg
2217,2022-08-15 18:31:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9337521,-130.013849,1536.17,193.47,-6.62,0.39,4.63,0.2,"",3.12484,2.4254,1551.932,0.55,34.2824,./files/dscs/R2217_31114.jpg
2217,2022-08-15 18:31:41,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9337502,-130.0138683,1537.1,179.1,-5.94,2.07,3.9,0.1,"",3.12462,2.4219,1552.712,0.55,34.2829,./files/dscs/R2217_31115.jpg
2217,2022-08-15 18:32:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=9000]",45.9337522,-130.0138749,1537.3,178.65,-4.43,2.02,3.75,0.14,"",-,-,-,-,-,./files/dscs/R2217_31116.jpg
2217,2022-08-15 18:32:27,"Port niskins fired at 1536 m",45.9337524,-130.0138772,1537.71,179.15,-3.73,2.11,3.4,0.12,"",3.12505,2.4267,1553.348,0.55,34.2828,./files/framegrabs/SDI1_8_15_2022 15_43_18_10147.jpg
2217,2022-08-15 18:33:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=12800]",45.933764,-130.0139285,1534.14,200.67,-1.91,3.57,6.92,0.36,"",3.12492,2.4286,1549.686,0.55,34.2811,./files/dscs/R2217_31117.jpg
2217,2022-08-15 18:35:05,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=9000]",45.9337579,-130.0139305,1537.45,117.78,-4.11,2.02,3.31,0.04,"",3.12488,2.4252,1553.041,0.55,34.2825,./files/dscs/R2217_31118.jpg
2217,2022-08-15 18:35:39,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",45.9337602,-130.0139285,1538.08,117.46,-4.63,3.74,2.89,0,"",3.12487,2.4238,1553.679,0.55,34.2835,./files/dscs/R2217_31119.jpg
2217,2022-08-15 18:35:56,"ROV on toolbasket",45.933762,-130.0139282,1538.17,118.43,-4.74,1.56,2.89,0,"",3.12484,2.4236,1553.935,0.55,34.2832,./files/framegrabs/SDI1_8_15_2022 15_43_18_10357.jpg
2217,2022-08-15 18:35:59,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337623,-130.0139288,1538.33,118.32,-4.12,1.37,2.89,0,"",3.12484,2.4237,1553.943,0.55,34.2831,./files/dscs/R2217_31120.jpg
2217,2022-08-15 18:36:13,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337635,-130.0139321,1538.39,118.49,1.22,1.89,2.89,0,"",3.12507,2.4258,1553.87,0.55,34.2837,./files/dscs/R2217_31121.jpg
2217,2022-08-15 18:36:25,"toolbasket latched on",45.9337642,-130.0139335,1538.36,118.75,3.01,2.42,2.32,0,"Vehicle ",3.12541,2.4301,1553.848,0.55,34.2833,./files/framegrabs/SDI1_8_15_2022 15_43_18_10384.jpg
2217,2022-08-15 18:36:48,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337625,-130.0139314,1538.54,118.73,3.15,2.39,2.31,0,"",3.12472,2.4225,1553.861,0.55,34.2829,./files/dscs/R2217_31122.jpg
2217,2022-08-15 18:37:05,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337585,-130.0139288,1538.56,118.37,3.34,2.54,2.31,0,"",3.12469,2.422,1553.871,0.55,34.283,./files/dscs/R2217_31123.jpg
2217,2022-08-15 18:37:52,"winch on and started ascention",45.9337518,-130.0139151,1538.56,118.38,3.34,2.6,2.31,0,"",3.12467,2.422,1553.867,0.55,34.2828,./files/framegrabs/SDI2_8_15_2022 15_43_20_10471.jpg
2217,2022-08-15 18:37:52,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337518,-130.0139151,1538.56,118.38,3.34,2.6,2.31,0,"",3.12467,2.422,1553.867,0.55,34.2828,./files/dscs/R2217_31124.jpg
2217,2022-08-15 18:38:28,"DSC: Please add comment [Focal Length=66] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=8000]",45.9337538,-130.0139111,1538.58,118.37,3.34,2.57,2.31,0,"",3.12466,2.4216,1553.875,0.55,34.2832,./files/dscs/R2217_31125.jpg
2217,2022-08-15 18:39:09,"ROV and basket off sea floor and ascending",45.933754,-130.0139013,1537.47,111.2,2.33,1.58,2.63,0,"",3.12536,2.4345,1552.78,0.55,34.2786,./files/framegrabs/SDI1_8_15_2022 15_43_18_10549.jpg
2217,2022-08-15 18:46:38,"stringy jellyfish",45.9335869,-130.0140876,1347.27,115.22,1.68,0.87,2.11,0.03,"Biology ",3.12145,2.4906,1359.41,0.47,34.2693,./files/framegrabs/SDI1_8_15_2022 15_43_18_10996.jpg
2217,2022-08-15 19:13:37,"ses squiggle",45.9334789,-130.0137835,643.75,110.88,1.81,0,2.12,0,"Biology ",3.21508,4.2234,647.412,0.3,33.9468,./files/framegrabs/SDI1_8_15_2022 15_43_18_12600.jpg
2217,2022-08-15 19:20:06,"sea T",45.9335026,-130.0139551,467.8,110.9,3.43,0.57,2.12,0.04,"Biology ",3.23152,4.6422,470.337,0.78,33.8009,./files/framegrabs/SDI1_8_15_2022 15_43_18_12998.jpg
2217,2022-08-15 19:36:58,"first football",45.9336766,-130.0144303,80.69,109.49,4.57,0.18,2.12,0,"Vehicle ",3.39868,8.2255,79.868,4.99,32.3728,./files/framegrabs/SDI1_8_15_2022 15_43_18_14011.jpg
2217,2022-08-15 19:43:19,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9337476,-130.0146204,24.95,111.84,1.81,0.64,2.09,0,"",4.07524,15.9105,23.904,4.8,32.2681,./files/dscs/R2217_31126.jpg
2217,2022-08-15 19:43:57,"last football",45.9337456,-130.0146074,21.88,110.12,5.33,0.4,2.01,0.05,"Vehicle ",4.10132,16.23,20.766,4.62,32.2394,./files/framegrabs/SDI1_8_15_2022 15_43_18_14430.jpg
2217,2022-08-15 19:45:48,"rov out of water",45.9337792,-130.0146124,0.1,115.55,-0.38,2.1,1.88,0,"Vehicle ",0.38236,16.7948,-0.174,4.64,2.4334,./files/framegrabs/SDI1_8_15_2022 15_43_18_14541.jpg
2217,2022-08-15 19:54:10,"ROV on deck",0,0,0,0,0,0,0,0,"Vehicle ",-,-,-,-,-,
