IRLS CTD Data CSV Export. (Version 1.0)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2220,"Deploy new BEP to sea floor.
Recover old BEP.",2022-08-19 16:00:00,2022-08-19 19:51:00

CTD Measurments:
2022-08-19 16:18:57,44.369386,-124.9536247,0.78,306,2.41,0.41,0,0,0.0471,17.1808,-0.183,2.68,0.2699,1.3719,0.0001,0.0001,0,5,0.0001
2022-08-19 16:18:58,44.369386,-124.9536247,0.77,306.22,2.62,0.22,0,0,0.04716,17.1809,-0.182,2.67,0.2702,1.37,0.0002,0,0,5,0.0001
2022-08-19 16:18:59,44.369386,-124.9536247,0.79,305.8,1.11,0.42,0,0,0.04541,17.181,-0.178,2.67,0.2599,1.3693,0.0002,0,0,5,0.0001
2022-08-19 16:19:00,44.369386,-124.9536247,0.84,305.16,-0.91,0.48,0,0,0.04683,17.1812,-0.19,2.67,0.2683,1.3695,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:01,44.369386,-124.9536247,0.85,304.89,-0.43,0.15,0,0,0.05007,17.1814,-0.183,2.67,0.2873,1.3695,0.0001,0.0001,0.0001,5,0.0001
2022-08-19 16:19:02,44.369386,-124.9536247,0.83,304.8,-0.02,0.54,0,0,0.05117,17.1815,-0.18,2.67,0.2938,1.37,0.0001,0.0001,0,5,0.0001
2022-08-19 16:19:03,44.369386,-124.9536247,0.82,305.07,1.03,0.54,0,0,0.05037,17.1816,-0.183,2.67,0.2891,1.3701,0.0001,0.0001,0,5,0.0001
2022-08-19 16:19:04,44.369386,-124.9536247,0.8,305.57,0.99,1.12,0,0,0.04866,17.1817,-0.19,2.67,0.2791,1.3696,0.0001,0.0001,0,5,0.0002
2022-08-19 16:19:05,44.369386,-124.9536247,0.8,305.71,1.39,0.5,0,0,0.04762,17.1819,-0.183,2.67,0.273,1.3677,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:06,44.369386,-124.9536247,0.81,305.56,1.83,0.1,0,0,0.047,17.182,-0.189,2.66,0.2693,1.3668,0.0001,0,0.0001,5,0
2022-08-19 16:19:07,44.369386,-124.9536247,0.81,305.08,0.66,0.26,0,0,0.04519,17.1821,-0.178,2.67,0.2586,1.3671,0.0002,0,0,5,0.0001
2022-08-19 16:19:09,44.369386,-124.9536247,0.83,304.68,-0.28,0.78,0,0,0.04729,17.1823,-0.185,2.67,0.271,1.3674,0.0002,0,0.0001,5,0
2022-08-19 16:19:10,44.369386,-124.9536247,0.83,305.14,1.24,0.06,0,0,0.04748,17.1824,-0.182,2.66,0.2721,1.3668,0.0002,0.0001,0,5,0
2022-08-19 16:19:11,44.369386,-124.9536247,0.82,305.73,2.46,0.23,0,0,0.04694,17.1826,-0.183,2.66,0.2689,1.3659,0,0,0,5,0.0001
2022-08-19 16:19:12,44.369386,-124.9536247,0.79,305.82,1.67,0.21,0,0,0.04532,17.1827,-0.185,2.66,0.2594,1.3645,0.0002,0.0001,0,5,0
2022-08-19 16:19:13,44.369386,-124.9536247,0.81,305.34,0.02,0.79,0,0,0.04469,17.1828,-0.188,2.65,0.2557,1.3631,0.0001,0.0001,0.0001,5,0.0001
2022-08-19 16:19:14,44.369386,-124.9536247,0.83,305.01,-1.15,0.22,0,0,0.04518,17.183,-0.19,2.65,0.2586,1.3622,0.0002,0,0,5,0.0002
2022-08-19 16:19:15,44.369386,-124.9536247,0.84,305.09,-0.13,0.8,0,0,0.04681,17.183,-0.173,2.65,0.2682,1.3609,0.0003,0.0001,0.0001,5,0.0001
2022-08-19 16:19:16,44.369386,-124.9536247,0.82,305.52,1.42,0.45,0,0,0.04742,17.1832,-0.189,2.64,0.2718,1.3603,0.0002,0,0,5,0.0001
2022-08-19 16:19:17,44.369386,-124.9536247,0.78,306.12,1.88,0.33,0,0,0.04642,17.1833,-0.181,2.64,0.2659,1.3589,0.0001,0.0002,0.0002,5,0
2022-08-19 16:19:19,44.369386,-124.9536247,0.8,305.8,0.83,0.46,0,0,0.04522,17.1834,-0.173,2.63,0.2588,1.357,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:20,44.369386,-124.9536247,0.82,305.41,-0.32,0.02,0,0,0.04494,17.1836,-0.178,2.64,0.2572,1.358,0.0002,0.0002,0,5,0.0001
2022-08-19 16:19:21,44.369386,-124.9536247,0.83,305.35,1.09,0.37,0,0,0.04612,17.1837,-0.187,2.64,0.2641,1.3584,0.0001,0.0001,0,5,0
2022-08-19 16:19:22,44.369386,-124.9536247,0.83,305.35,0.63,0.33,0,0,0.04768,17.1837,-0.179,2.64,0.2733,1.3579,0.0001,0.0002,0.0001,5,0
2022-08-19 16:19:23,44.369386,-124.9536247,0.82,305.68,1.01,1.03,0,0,0.04736,17.184,-0.187,2.63,0.2714,1.3571,0.0001,0.0002,0.0001,5,0.0001
2022-08-19 16:19:24,44.369386,-124.9536247,0.81,306.18,0.77,0.54,0,0,0.0459,17.1841,-0.168,2.63,0.2628,1.3559,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:25,44.369386,-124.9536247,0.83,306.15,0.21,0.01,0,0,0.04484,17.1842,-0.189,2.63,0.2566,1.3543,0.0001,0,0,5,0.0001
2022-08-19 16:19:26,44.369386,-124.9536247,0.82,305.93,0.62,0.41,0,0,0.04416,17.1842,-0.177,2.62,0.2526,1.353,0,0.0001,0.0001,5,0
2022-08-19 16:19:27,44.369386,-124.9536247,0.8,305.72,0.42,0.04,0,0,0.04526,17.1844,-0.174,2.62,0.2591,1.3519,0.0002,0,0,5,0.0003
2022-08-19 16:19:28,44.369386,-124.9536247,0.79,305.55,1.72,0.12,0,0,0.04488,17.1845,-0.187,2.62,0.2568,1.3507,0.0001,0.0001,0,5,0.0001
2022-08-19 16:19:29,44.369386,-124.9536247,0.8,305.6,2.4,0.03,0,0,0.0438,17.1846,-0.185,2.61,0.2505,1.3492,0.0001,0.0002,0,5,0
2022-08-19 16:19:30,44.369386,-124.9536247,0.8,305.67,1.08,0.31,0,0,0.04299,17.1847,-0.189,2.61,0.2457,1.3479,0.0002,0,0.0001,5,0
2022-08-19 16:19:31,44.369386,-124.9536247,0.8,305.48,-0.15,0.71,0,0,0.04301,17.1848,-0.175,2.6,0.2459,1.3461,0.0002,0.0001,0,5,0
2022-08-19 16:19:32,44.369386,-124.9536247,0.84,305.41,-0.28,0.72,0,0,0.04467,17.185,-0.183,2.6,0.2556,1.3446,0,0.0001,0,5,0
2022-08-19 16:19:33,44.369386,-124.9536247,0.83,305.56,0.3,0.84,0,0,0.04542,17.1851,-0.18,2.59,0.26,1.3438,0.0001,0,0,5,0.0001
2022-08-19 16:19:34,44.369386,-124.9536247,0.81,305.81,1.26,0.44,0,0,0.04469,17.1853,-0.184,2.59,0.2557,1.3428,0.0001,0,0.0001,5,0.0002
2022-08-19 16:19:35,44.369386,-124.9536247,0.8,306.19,1.07,0.47,0,0,0.04369,17.1853,-0.18,2.59,0.2498,1.3411,0.0001,0,0,5,0
2022-08-19 16:19:36,44.369386,-124.9536247,0.8,306.1,1.53,0.23,0,0,0.04286,17.1855,-0.183,2.58,0.245,1.3394,0.0002,0,0,5,0.0002
2022-08-19 16:19:37,44.369386,-124.9536247,0.8,305.66,1.81,1.14,0,0,0.04234,17.1855,-0.179,2.58,0.242,1.3384,0.0002,0,0,5,0.0002
2022-08-19 16:19:39,44.369386,-124.9536247,0.82,304.63,0.48,0.01,0,0,0.04288,17.1856,-0.18,2.57,0.2451,1.3366,0.0001,0.0001,0.0001,5,0
2022-08-19 16:19:40,44.369386,-124.9536247,0.83,304.76,-0.38,0.72,0,0,0.04622,17.1857,-0.195,2.57,0.2647,1.3359,0.0002,0,0.0001,5,0.0003
2022-08-19 16:19:41,44.369386,-124.9536247,0.85,305.28,-0.8,1.74,0,0,0.04972,17.1859,-0.175,2.57,0.2853,1.3353,0.0001,0,0.0001,5,0
2022-08-19 16:19:42,44.369386,-124.9536247,0.82,306.12,2.08,0.7,0,0,0.04905,17.186,-0.187,2.57,0.2814,1.3367,0,0,0.0001,5,0
2022-08-19 16:19:43,44.369386,-124.9536247,0.79,306.22,0.88,1.09,0,0,0.04966,17.1861,-0.181,2.57,0.2849,1.3366,0.0001,0,0.0001,5,0
2022-08-19 16:19:44,44.369386,-124.9536247,0.8,305.88,0.72,0.16,0,0,0.05036,17.1861,-0.181,2.57,0.289,1.3364,0.0002,0.0001,0,5,0
2022-08-19 16:19:45,44.369386,-124.9536247,0.8,305.64,1.32,0.09,0,0,0.04929,17.1862,-0.176,2.57,0.2828,1.3369,0.0001,0,0,5,0.0001
2022-08-19 16:19:46,44.369386,-124.9536247,0.82,305.28,1.64,0.35,0,0,0.04847,17.1862,-0.181,2.57,0.2779,1.3374,0.0002,0.0001,0.0002,5,0.0001
2022-08-19 16:19:48,44.369386,-124.9536247,0.83,305.47,1.48,0.37,0,0,0.04834,17.1864,-0.185,2.57,0.2771,1.3363,0.0001,0.0002,0,5,0.0002
2022-08-19 16:19:49,44.369386,-124.9536247,0.83,305.65,1,0.68,0,0,0.04777,17.1865,-0.177,2.57,0.2738,1.3353,0.0002,0.0001,0,5,0
2022-08-19 16:19:50,44.369386,-124.9536247,0.84,305.62,-0.19,0.21,0,0,0.04811,17.1866,-0.184,2.57,0.2758,1.3345,0.0002,0.0001,0.0002,5,0.0001
2022-08-19 16:19:51,44.369386,-124.9536247,0.85,305.54,-0.15,1.31,0,0,0.04754,17.1866,-0.179,2.57,0.2724,1.3342,0.0001,0,0,5,0.0001
2022-08-19 16:19:52,44.369386,-124.9536247,0.84,305.69,0.56,1.1,0,0,0.04647,17.1868,-0.189,2.57,0.2662,1.3344,0,0,0,5,0.0001
2022-08-19 16:19:53,44.369386,-124.9536247,0.81,305.97,1.01,0.48,0,0,0.04561,17.1869,-0.174,2.56,0.2611,1.3332,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:54,44.369386,-124.9536247,0.79,305.98,1.12,0.23,0,0,0.0447,17.187,-0.18,2.56,0.2558,1.3312,0.0001,0.0001,0,5,0
2022-08-19 16:19:55,44.369386,-124.9536247,0.8,305.68,1.25,0.68,0,0,0.04475,17.187,-0.179,2.55,0.256,1.3303,0.0003,0,0,5,0.0001
2022-08-19 16:19:56,44.369386,-124.9536247,0.81,305.49,0.51,0.42,0,0,0.04349,17.187,-0.193,2.55,0.2487,1.3304,0.0001,0,0,5,0.0001
2022-08-19 16:19:57,44.369386,-124.9536247,0.82,305.47,-0.21,0.33,0,0,0.04368,17.1871,-0.193,2.55,0.2498,1.3303,0.0002,0.0001,0,5,0.0001
2022-08-19 16:19:58,44.369386,-124.9536247,0.82,305.47,1.34,0.55,0,0,0.04417,17.1871,-0.191,2.56,0.2526,1.331,0.0001,0,0.0001,5,0.0002
2022-08-19 16:19:59,44.369386,-124.9536247,0.8,305.63,2.26,0.13,0,0,0.04465,17.1871,-0.192,2.55,0.2555,1.3303,0.0002,0.0001,0,5,0.0001
2022-08-19 16:20:00,44.369386,-124.9536247,0.8,305.76,0.53,0.47,0,0,0.04517,17.1873,-0.191,2.55,0.2585,1.3297,0.0001,0,0.0001,5,0.0002
2022-08-19 16:20:01,44.369386,-124.9536247,0.84,305.72,-0.57,0.45,0,0,0.04466,17.1874,-0.17,2.55,0.2555,1.3284,0.0002,0.0002,0,5,0
2022-08-19 16:20:02,44.369386,-124.9536247,0.83,305.66,-0.11,0.31,0,0,0.04393,17.1876,-0.191,2.54,0.2513,1.3269,0,0.0001,0,5,0
2022-08-19 16:20:03,44.369386,-124.9536247,0.83,305.57,0.51,0.51,0,0,0.04324,17.1876,-0.183,2.54,0.2472,1.3258,0.0001,0,0,5,0.0001
2022-08-19 16:20:04,44.369386,-124.9536247,0.82,305.47,0.91,0.45,0,0,0.04285,17.1877,-0.181,2.54,0.2449,1.3243,0.0002,0.0001,0.0001,5,0.0001
2022-08-19 16:20:07,44.369386,-124.9536247,0.81,306.12,2.23,0.25,0,0,0.04168,17.1878,-0.191,2.52,0.2381,1.3202,0.0002,0,0.0001,5,0.0003
2022-08-19 16:20:08,44.369386,-124.9536247,0.82,306.23,1.62,0.16,0,0,0.0419,17.1879,-0.189,2.52,0.2394,1.3194,0.0001,0.0001,0,5,0.0001
2022-08-19 16:20:09,44.369386,-124.9536247,0.82,305.97,0.52,0.28,0,0,0.04237,17.1879,-0.179,2.52,0.2421,1.3187,0.0001,0,0,5,0.0001
2022-08-19 16:20:10,44.369386,-124.9536247,0.84,305.66,-0.56,0.02,0,0,0.04457,17.188,-0.179,2.51,0.255,1.3175,0.0001,0.0001,0,5,0.0001
2022-08-19 16:20:11,44.369386,-124.9536247,0.84,305.48,-1.17,0.67,0,0,0.04453,17.1881,-0.173,2.52,0.2548,1.3178,0.0001,0,0,5,0
2022-08-19 16:20:12,44.369386,-124.9536247,0.83,305.55,0.49,0.57,0,0,0.04348,17.1881,-0.189,2.52,0.2486,1.3176,0.0002,0,0,5,0
2022-08-19 16:20:13,44.369386,-124.9536247,0.82,305.89,1.44,0.68,0,0,0.04355,17.1882,-0.185,2.51,0.249,1.3169,0.0002,0.0001,0,5,0.0001
2022-08-19 16:20:14,44.369386,-124.9536247,0.8,306.25,1.67,0.76,0,0,0.04364,17.1882,-0.177,2.51,0.2496,1.3164,0.0001,0,0.0002,5,0.0001
2022-08-19 16:20:15,44.369386,-124.9536247,0.79,306.62,2.06,0.4,0,0,0.04574,17.1882,-0.179,2.51,0.2618,1.3157,0.0003,0.0001,0,5,0.0001
2022-08-19 16:20:16,44.369386,-124.9536247,0.82,305.8,1.84,0.01,0,0,0.04834,17.1883,-0.194,2.51,0.2771,1.3172,0.0002,0,0,5,0.0001
2022-08-19 16:20:17,44.369386,-124.9536247,0.83,304.56,-2.18,0.75,0,0,0.05629,17.1883,-0.181,2.53,0.3241,1.3218,0.0002,0.0001,0,5,0
2022-08-19 16:20:19,44.369386,-124.9536247,0.85,302.86,-1.9,0.59,0,0,0.06324,17.1883,-0.184,2.64,0.3655,1.3592,0.0001,0.0002,0,5,0.0001
2022-08-19 16:20:20,44.369386,-124.9536247,0.83,300.77,3.62,0.56,0,0,0.05591,17.1883,-0.174,2.74,0.3219,1.3918,0,0.0001,0.0002,5,0.0001
2022-08-19 16:20:21,44.369386,-124.9536247,0.8,301.38,3.53,4.11,0,0,0.05636,17.1884,-0.171,2.81,0.3246,1.4161,0.0001,0.0001,0,5,0.0002
2022-08-19 16:20:22,44.369386,-124.9536247,0.81,302.27,0.53,1.73,0,0,0.06658,17.1885,-0.19,2.86,0.3855,1.4305,0.0002,0,0,5,0
2022-08-19 16:20:23,44.369386,-124.9536247,0.81,304.11,-3.74,2.46,0,0,0.18462,17.1885,-0.185,2.88,1.1168,1.4416,0.0001,0,0,5,0.0001
2022-08-19 16:20:24,44.369386,-124.9536247,0.79,301.87,1.69,1.37,0,0,0.26465,17.1882,-0.17,2.98,1.6323,1.4788,0,0,0,5,0
2022-08-19 16:20:25,44.369386,-124.9536247,0.82,299.41,1.51,1.39,0,0,0.32383,17.188,-0.174,3.12,2.0208,1.5263,0.0001,0.0001,0.0001,5,0
2022-08-19 16:20:26,44.369386,-124.9536247,1,294.99,2.38,0.78,0,0,0.34438,17.1879,-0.18,3.2,2.157,1.5553,0.0001,0.0001,0.0001,5,0
2022-08-19 16:20:27,44.369386,-124.9536247,1.15,291.99,1.82,0.05,0,0,0.37228,17.1879,-0.187,3.24,2.3428,1.5714,0.0001,0.0001,0,5,0.0001
2022-08-19 16:20:28,44.369386,-124.9536247,1.49,289.24,-0.17,0.62,0,0,2.75901,17.159,0.025,2.94,20.3204,1.5832,0.0001,0.0001,0,5,0.0001
2022-08-19 16:20:29,44.369386,-124.9536247,1.78,290.49,-2.65,1.38,0,0,3.97321,17.042,0.419,2.87,30.5018,1.6212,0,0.0001,0.0001,5,0.0001
2022-08-19 16:20:31,44.369386,-124.9536247,2.34,293.52,-1.71,2.55,0,0,4.00212,16.948,0.864,3.68,30.8207,1.9392,0.0002,0,0.0001,5,0.0001
2022-08-19 16:20:32,44.369386,-124.9536247,2.69,293.82,3.96,0.03,0,0,4.00159,16.935,1.278,3.88,30.826,2.0178,0.0002,0,0,5,0.0001
2022-08-19 16:20:33,44.369386,-124.9536247,3.13,292.52,7.87,4.24,0,0,4.0005,16.9195,1.814,3.94,30.8282,2.042,0.0001,0,0.0001,5,0
2022-08-19 16:20:34,44.369386,-124.9536247,3.9,290.68,7.64,0.3,0,0,3.99992,16.906,2.399,4,30.8335,2.0641,0.0001,0,0.0001,5,0
2022-08-19 16:20:35,44.369386,-124.9536247,4.08,288.19,4.59,6.44,0,0,2.22455,16.8848,2.472,4.51,16.1573,2.1139,0.0001,0.0001,0,5,0
2022-08-19 16:20:36,44.369386,-124.9536247,3.85,287.18,1.56,1.67,0,0,0.91536,16.8997,1.998,4.88,6.1696,2.144,0.0001,0,0,5,0.0001
2022-08-19 16:20:37,44.369386,-124.9536247,3.79,287.33,-0.72,1.99,0,0,3.88935,16.8987,1.91,4.2,29.8916,2.1338,0.0001,0.0001,0.0002,5,0.0003
2022-08-19 16:20:38,44.369386,-124.9536247,3.99,286.86,-1.38,2.21,0,0,3.94445,16.8483,2.311,4.11,30.4012,2.1014,0.0001,0,0.0002,5,0
2022-08-19 16:20:39,44.369386,-124.9536247,4.31,286.41,1.04,4.43,0,0,3.99485,16.7975,3,4.08,30.8729,2.0934,0.0004,0.0001,0,5,0
2022-08-19 16:20:40,44.369386,-124.9536247,5.07,285.14,8.61,3.4,0,0,3.9517,16.8277,3.733,4.15,30.4786,2.1189,0.0001,0,0,5,0.0001
2022-08-19 16:20:41,44.369386,-124.9536247,5.74,285.27,17.16,12.35,0,0,3.19107,16.8889,4.022,4.42,24.0109,2.1595,0.0002,0.0002,0.0001,5,0.0001
2022-08-19 16:20:42,44.369386,-124.9536247,5.86,285.9,11.48,6.72,0,0,2.2949,16.8977,3.964,4.71,16.7113,2.1901,0.0001,0,0,5,0.0002
2022-08-19 16:20:44,44.369386,-124.9536247,6.16,289.2,2.72,2.98,0,0,3.85593,16.9015,4.427,4.27,29.6032,2.1577,0.0001,0,0,5,0.0002
2022-08-19 16:20:45,44.369386,-124.9536247,6.59,289.64,8.36,3.97,0,0,3.9133,16.9119,4.909,4.16,30.0857,2.1195,0,0,0.0001,5,0
2022-08-19 16:20:46,44.369386,-124.9536247,6.83,291.08,13.09,8.43,0,0,3.95088,16.9203,5.181,4.06,30.401,2.0851,0,0.0003,0,5,0
2022-08-19 16:20:47,44.369386,-124.9536247,6.89,293.69,10.49,5.76,0,0,4.013,16.9282,5.168,4.01,30.9277,2.0698,0,0.0002,0,5,0.0001
2022-08-19 16:20:48,44.369386,-124.9536247,6.9,295.91,5.96,3.35,0,0,4.01457,16.937,5.11,4.03,30.9346,2.0767,0,0,0,5,0.0001
2022-08-19 16:20:49,44.369386,-124.9536247,6.98,298.2,1.15,1.87,0,0,4.01629,16.9396,5.14,4.02,30.9472,2.0744,0.0001,0,0,5,0
2022-08-19 16:20:50,44.369386,-124.9536247,7.11,298.62,1.58,1.28,0,0,4.01711,16.9419,5.365,3.97,30.9524,2.0552,0,0.0001,0,5,0.0001
2022-08-19 16:20:51,44.369386,-124.9536247,7.45,298.25,6.56,1.4,0,0,4.0173,16.9469,5.743,3.91,30.9501,2.0319,0,0.0002,0.0001,5,0
2022-08-19 16:20:52,44.369386,-124.9536247,7.7,297.5,13.04,3.22,0,0,4.01877,16.9535,6.075,3.85,30.9575,2.006,0.0001,0.0002,0.0001,5,0.0001
2022-08-19 16:20:53,44.3693849,-124.9526626,7.96,297.53,13.1,4.68,0,0,4.02024,16.9605,6.197,3.79,30.9647,1.984,0.0001,0.0001,0,5,0.0001
2022-08-19 16:20:54,44.3693849,-124.9526626,8,298.63,7.58,4.24,0,0,4.02102,16.9662,6.177,3.76,30.967,1.9727,0.0001,0,0,5,0.0002
2022-08-19 16:20:55,44.3693849,-124.9526626,8.11,299.57,3.5,2.53,0,0,4.02174,16.9687,6.28,3.76,30.9713,1.9731,0.0002,0.0001,0,5,0.0001
2022-08-19 16:20:56,44.3693833,-124.9526584,8.26,299.6,4.11,1.81,0,0,4.02407,16.9699,6.511,3.75,30.9903,1.9671,0,0,0,5,0
2022-08-19 16:20:57,44.3693833,-124.9526584,8.53,299,8.72,2.52,0,0,4.02731,16.9765,6.818,3.73,31.0129,1.9604,0.0001,0.0001,0.0001,5,0.0001
2022-08-19 16:20:58,44.3693833,-124.9526584,8.7,298.26,12.9,2.66,0,0,4.02918,16.9863,7.053,3.71,31.0212,1.9541,0,0,0.0002,5,0.0001
2022-08-19 16:20:59,44.3693835,-124.9526577,8.87,297.86,11.06,1.81,0.8,0.19,3.97733,16.9491,7.087,3.71,30.6052,1.9487,0.0001,0,0,5,0.0001
2022-08-19 16:21:01,44.3693845,-124.9526566,9.01,298.42,3.9,0.52,0.82,0.25,3.99644,16.7753,7.298,4.22,30.9021,2.1456,0.0001,0,0.0001,5,0
2022-08-19 16:21:02,44.3693858,-124.9526531,9.35,298.19,1.09,0.46,0.78,0.53,3.99643,16.7762,7.733,4.43,30.9012,2.2309,0.0002,0,0,5,0
2022-08-19 16:21:03,44.3693866,-124.9526483,9.67,297.51,6.12,2.23,0.72,0.8,3.98556,16.7128,8.079,4.56,30.8562,2.2755,0,0,0,5,0.0001
2022-08-19 16:21:04,44.3693878,-124.9526422,9.99,297.09,12.84,3.33,0.83,0.83,3.98087,16.3925,8.123,4.61,31.0632,2.2879,0.0001,0.0001,0,5,0
2022-08-19 16:21:05,44.3693897,-124.9526383,10.14,297.89,7.59,0.23,0.77,0.7,3.98215,16.3103,8.072,4.66,31.1385,2.3041,0.0001,0.0002,0,5,0.0001
2022-08-19 16:21:06,44.3693921,-124.9526375,10.27,298.08,1.21,1.94,0.68,0.53,3.97975,16.29,8.339,4.7,31.1334,2.3209,0,0.0002,0,5,0
2022-08-19 16:21:07,44.3693923,-124.952639,10.49,297.17,1.39,0.37,0.72,0.18,3.96932,16.2183,8.807,4.73,31.0982,2.3306,0,0.0002,0,5,0.0001
2022-08-19 16:21:08,44.3693916,-124.9526375,10.71,296.19,8.07,2.61,0.73,0.2,3.95117,16.0266,9.175,4.76,31.0892,2.3316,0.0001,0.0001,0,5,0.0001
2022-08-19 16:21:09,44.3693926,-124.9526377,10.98,295.99,11.32,2.27,0.8,0.16,3.85153,15.3239,9.335,4.79,30.7599,2.3141,0,0.0001,0,5,0.0001
2022-08-19 16:21:11,44.3693931,-124.9526397,11.54,296.11,4.26,0.21,0.81,0.08,3.84325,14.0229,9.727,4.87,31.73,2.3091,0,0.0002,0.0001,5,0.0001
2022-08-19 16:21:12,44.3693901,-124.9526363,11.7,296.26,6.63,0.8,0.81,0.39,3.83715,14.0324,9.888,4.98,31.6661,2.3469,0.0001,0,0,5,0.0001
2022-08-19 16:21:13,44.3693911,-124.9526369,11.69,296.7,7.27,0.02,0.81,0.1,3.80985,13.8362,9.868,5.05,31.5762,2.3667,0.0002,0,0,5,0
2022-08-19 16:21:14,44.3694424,-124.9531861,11.81,297.4,4.53,1.34,0.74,0.37,3.79739,13.4447,9.905,5.09,31.7847,2.3677,0.0001,0,0,5,0
2022-08-19 16:21:15,44.369444,-124.953187,12.06,297.45,2.71,1.07,0.74,0.34,3.80321,13.2857,10.19,5.13,31.972,2.3773,0.0002,0,0,5,0
2022-08-19 16:21:16,44.3694565,-124.9530995,12.25,297.22,5.28,0.62,0.73,0,3.81265,13.4024,10.611,5.18,31.9621,2.4,0.0002,0.0002,0,5,0
2022-08-19 16:21:17,44.3694565,-124.953099,12.55,297.44,7.72,1.15,0.72,0.05,3.81388,13.4885,10.949,5.22,31.9014,2.4164,0.0001,0,0.0001,5,0
2022-08-19 16:21:18,44.3694563,-124.9530991,12.93,297.5,6.57,0.22,0.72,0,3.8053,13.5276,11.26,5.24,31.7888,2.4247,0.0002,0,0,5,0.0001
2022-08-19 16:21:19,44.3694125,-124.9531352,13.4,297.16,6.58,0.43,0.77,0.03,3.81278,13.3993,11.745,5.24,31.9655,2.4219,0,0.0001,0,5,0
2022-08-19 16:21:20,44.369412,-124.9531347,13.66,296.99,9.19,0.36,0.8,0.18,3.82352,13.6453,12.106,5.25,31.8597,2.4339,0.0001,0,0,5,0
2022-08-19 16:21:21,44.3694106,-124.9531337,13.69,297.63,9.08,0.6,0.81,0.29,3.78661,13.5492,12.021,5.26,31.597,2.4315,0.0001,0.0002,0.0001,5,0
2022-08-19 16:21:22,44.3693847,-124.9531183,13.61,297.97,4.58,0.75,0.75,0.29,3.79228,13.2495,11.674,5.23,31.8995,2.4125,0.0001,0.0002,0,5,0
2022-08-19 16:21:23,44.3693832,-124.9531181,13.68,297.9,-0.74,0.2,0.73,0.31,3.78818,13.224,11.635,5.23,31.8825,2.412,0.0001,0.0002,0,5,0.0001
2022-08-19 16:21:24,44.369381,-124.9531166,13.99,297.34,-3.28,0.22,0.71,0.53,3.77018,13.14,12.055,5.25,31.784,2.4123,0.0001,0,0,5,0.0002
2022-08-19 16:21:25,44.3693782,-124.9531365,14.34,296.63,2.59,0.05,0.71,0.91,3.76243,12.8801,12.789,5.25,31.9292,2.4034,0.0002,0,0.0001,5,0
2022-08-19 16:21:26,44.3693751,-124.953133,14.68,296,14.41,0.22,0.77,0.85,3.75363,12.8755,13.329,5.26,31.8497,2.4055,0.0001,0.0001,0,5,0.0001
2022-08-19 16:21:27,44.3693741,-124.9531325,14.99,296.49,14.11,0.47,0.81,0.21,3.73984,12.7032,13.362,5.27,31.8646,2.4031,0.0001,0.0001,0,5,0.0001
2022-08-19 16:21:28,44.3693841,-124.9531246,15.23,296.94,6.79,0.49,0.83,0,3.7444,12.561,13.237,5.27,32.0286,2.3993,0.0001,0.0002,0.0001,5,0.0001
2022-08-19 16:21:29,44.3693834,-124.9531265,15.29,297.18,1.53,0.2,0.73,0.36,3.76344,12.7052,13.348,5.28,32.0867,2.4101,0.0001,0,0,5,0.0001
2022-08-19 16:21:30,44.3693845,-124.953128,15.35,297.17,2.31,0.29,0.72,0.42,3.77106,12.95,13.656,5.3,31.9513,2.4263,0.0001,0.0001,0,5,0
2022-08-19 16:21:31,44.3693834,-124.9531314,15.61,297.08,5.51,0.1,0.83,0.73,3.75894,12.9749,13.971,5.31,31.816,2.4279,0.0001,0.0001,0.0001,5,0
2022-08-19 16:21:32,44.369385,-124.9531307,15.86,297.1,7.58,0.29,0.73,0.41,3.74491,12.7932,14.281,5.3,31.8363,2.4171,0.0001,0,0.0001,5,0.0001
2022-08-19 16:21:33,44.3693873,-124.9531316,16.03,297.37,7.52,0.57,0.8,0.48,3.74685,12.6805,14.561,5.29,31.9499,2.4086,0.0001,0,0.0001,5,0.0001
2022-08-19 16:21:34,44.3693814,-124.9531296,16.24,297.89,6.22,0.33,0.8,0.26,3.70593,12.5532,14.734,5.3,31.6687,2.4052,0,0,0,5,0.0001
2022-08-19 16:21:36,44.3693802,-124.953127,16.75,299.02,4.92,0.81,0.73,0.56,3.68656,11.9726,15.094,5.29,31.9763,2.3801,0,0.0001,0,5,0
2022-08-19 16:21:37,44.3693796,-124.9531334,17.09,299.55,5.5,1.08,0.72,0.8,3.68743,11.9355,15.367,5.3,32.0165,2.3828,0.0002,0,0,5,0.0001
2022-08-19 16:21:38,44.3693769,-124.9531294,17.42,299.59,5.34,0.63,0.72,0.84,3.69253,11.9458,15.646,5.31,32.0568,2.3885,0.0002,0.0002,0,5,0.0001
2022-08-19 16:21:39,44.3693745,-124.9531255,17.75,299.38,6.36,0.47,0.74,0.79,3.69285,12.0025,15.947,5.33,32.011,2.3951,0.0001,0.0001,0,5,0.0001
