"id","ts","event_value","event_author","event_free_text","event_option.actions","event_option.cabled_plug","event_option.dive_#/summary","event_option.dummy_plug","event_option.filename","event_option.highlights","event_option.location","event_option.milestone","event_option.new_watchstander","event_option.sample_name","event_option.type","vehicleReNavData.altitude_uom","vehicleReNavData.altitude_value","vehicleReNavData.depth_uom","vehicleReNavData.depth_value","vehicleReNavData.heading_uom","vehicleReNavData.heading_value","vehicleReNavData.latitude_uom","vehicleReNavData.latitude_value","vehicleReNavData.longitude_uom","vehicleReNavData.longitude_value","vehicleReNavData.pitch_uom","vehicleReNavData.pitch_value","vehicleReNavData.roll_uom","vehicleReNavData.roll_value","vehicleRealtimeFramegrabberData.camera_name_2_uom","vehicleRealtimeFramegrabberData.camera_name_2_value","vehicleRealtimeFramegrabberData.camera_name_3_uom","vehicleRealtimeFramegrabberData.camera_name_3_value","vehicleRealtimeFramegrabberData.camera_name_4_uom","vehicleRealtimeFramegrabberData.camera_name_4_value","vehicleRealtimeFramegrabberData.camera_name_uom","vehicleRealtimeFramegrabberData.camera_name_value","vehicleRealtimeFramegrabberData.filename_2_uom","vehicleRealtimeFramegrabberData.filename_2_value","vehicleRealtimeFramegrabberData.filename_3_uom","vehicleRealtimeFramegrabberData.filename_3_value","vehicleRealtimeFramegrabberData.filename_4_uom","vehicleRealtimeFramegrabberData.filename_4_value","vehicleRealtimeFramegrabberData.filename_uom","vehicleRealtimeFramegrabberData.filename_value","vehicleRealtimeNavData.altitude_uom","vehicleRealtimeNavData.altitude_value","vehicleRealtimeNavData.depth_uom","vehicleRealtimeNavData.depth_value","vehicleRealtimeNavData.heading_uom","vehicleRealtimeNavData.heading_value","vehicleRealtimeNavData.latitude_uom","vehicleRealtimeNavData.latitude_value","vehicleRealtimeNavData.local_x_uom","vehicleRealtimeNavData.local_x_value","vehicleRealtimeNavData.local_y_uom","vehicleRealtimeNavData.local_y_value","vehicleRealtimeNavData.longitude_uom","vehicleRealtimeNavData.longitude_value","vehicleRealtimeNavData.pitch_uom","vehicleRealtimeNavData.pitch_value","vehicleRealtimeNavData.roll_uom","vehicleRealtimeNavData.roll_value","vehicleTemperatureProbe.probe1_temperature_uom","vehicleTemperatureProbe.probe1_temperature_value","vehicleTemperatureProbe.probe2_temperature_uom","vehicleTemperatureProbe.probe2_temperature_value","vehicleTemperatureProbe.probe3_temperature_uom","vehicleTemperatureProbe.probe3_temperature_value","vehicleTemperatureProbe.probe4_temperature_uom","vehicleTemperatureProbe.probe4_temperature_value"
"6501281119a182001b1d1ba1","2023-09-13T03:10:09.003Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1191323.0","meters","1149.364","deg","295.170","ddeg","45.81678012","ddeg","-129.75445206",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031009003.jpg",,"/BrowCam.20230913_031009003.jpg",,"/UserSelect.20230913_031009003.jpg",,"/SciCam.20230913_031009003.jpg","meters","0.00","meters","1149.26","deg","295.22","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.5","deg","-1.5","degC","2.63","degC","-999.99","degC","-999.99","degC","-999.99"
"6501282f19a182001b1d1ba5","2023-09-13T03:10:39.053Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1158446.0","meters","1163.372","deg","293.961","ddeg","45.81674930","ddeg","-129.75440064",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031039053.jpg",,"/BrowCam.20230913_031039053.jpg",,"/UserSelect.20230913_031039053.jpg",,"/SciCam.20230913_031039053.jpg","meters","0.00","meters","1163.20","deg","293.96","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.6","deg","-1.1","degC","2.59","degC","-999.99","degC","-999.99","degC","-999.99"
"6501284d19a182001b1d1ba9","2023-09-13T03:11:09.098Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1126179.4","meters","1178.508","deg","294.171","ddeg","45.81673804","ddeg","-129.75442057",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031109098.jpg",,"/BrowCam.20230913_031109098.jpg",,"/UserSelect.20230913_031109098.jpg",,"/SciCam.20230913_031109098.jpg","meters","0.00","meters","1178.34","deg","294.16","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.4","deg","-1.5","degC","2.63","degC","-999.99","degC","-999.99","degC","-999.99"
"6501286b19a182001b1d1bad","2023-09-13T03:11:39.144Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1094517.6","meters","1193.885","deg","293.769","ddeg","45.81674049","ddeg","-129.75443284",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031139144.jpg",,"/BrowCam.20230913_031139144.jpg",,"/UserSelect.20230913_031139144.jpg",,"/SciCam.20230913_031139144.jpg","meters","0.00","meters","1193.74","deg","293.78","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.0","deg","-1.2","degC","2.62","degC","-999.99","degC","-999.99","degC","-999.99"
"6501288919a182001b1d1bb1","2023-09-13T03:12:09.204Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1063454.9","meters","1209.214","deg","293.968","ddeg","45.81674137","ddeg","-129.75443124",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031209204.jpg",,"/BrowCam.20230913_031209204.jpg",,"/UserSelect.20230913_031209204.jpg",,"/SciCam.20230913_031209204.jpg","meters","0.00","meters","1209.08","deg","293.95","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.2","deg","-1.4","degC","2.55","degC","-999.99","degC","-999.99","degC","-999.99"
"650128a719a182001b1d1bb5","2023-09-13T03:12:39.253Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1032985.5","meters","1224.332","deg","294.288","ddeg","45.81674868","ddeg","-129.75442305",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031239253.jpg",,"/BrowCam.20230913_031239253.jpg",,"/UserSelect.20230913_031239253.jpg",,"/SciCam.20230913_031239253.jpg","meters","0.00","meters","1224.17","deg","294.30","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.3","deg","-1.8","degC","2.54","degC","-999.99","degC","-999.99","degC","-999.99"
"650128c519a182001b1d1bb9","2023-09-13T03:13:09.303Z","ASNAP","admin","",,,,,,,,,,,,"meters","-1003103.8","meters","1239.280","deg","294.030","ddeg","45.81675290","ddeg","-129.75441913",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031309303.jpg",,"/BrowCam.20230913_031309303.jpg",,"/UserSelect.20230913_031309303.jpg",,"/SciCam.20230913_031309303.jpg","meters","0.00","meters","1239.12","deg","294.03","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.4","deg","-1.3","degC","2.45","degC","-999.99","degC","-999.99","degC","-999.99"
"650128e319a182001b1d1bbd","2023-09-13T03:13:39.345Z","ASNAP","admin","",,,,,,,,,,,,"meters","-973803.9","meters","1254.124","deg","294.279","ddeg","45.81675107","ddeg","-129.75440424",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031339345.jpg",,"/BrowCam.20230913_031339345.jpg",,"/UserSelect.20230913_031339345.jpg",,"/SciCam.20230913_031339345.jpg","meters","0.00","meters","1253.97","deg","294.28","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.8","deg","-1.9","degC","2.44","degC","-999.99","degC","-999.99","degC","-999.99"
"6501290119a182001b1d1bc1","2023-09-13T03:14:09.390Z","ASNAP","admin","",,,,,,,,,,,,"meters","-945080.3","meters","1268.916","deg","293.893","ddeg","45.81674981","ddeg","-129.75437084",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031409390.jpg",,"/BrowCam.20230913_031409390.jpg",,"/UserSelect.20230913_031409390.jpg",,"/SciCam.20230913_031409390.jpg","meters","0.00","meters","1268.78","deg","293.91","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.5","deg","-1.2","degC","2.41","degC","-999.99","degC","-999.99","degC","-999.99"
"6501291f19a182001b1d1bc5","2023-09-13T03:14:39.439Z","ASNAP","admin","",,,,,,,,,,,,"meters","-916927.0","meters","1283.858","deg","294.338","ddeg","45.81675526","ddeg","-129.75435436",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031439439.jpg",,"/BrowCam.20230913_031439439.jpg",,"/UserSelect.20230913_031439439.jpg",,"/SciCam.20230913_031439439.jpg","meters","0.00","meters","1283.68","deg","294.33","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.7","deg","-1.7","degC","2.43","degC","-999.99","degC","-999.99","degC","-999.99"
"6501293d19a182001b1d1bc9","2023-09-13T03:15:09.457Z","ASNAP","admin","",,,,,,,,,,,,"meters","-889338.6","meters","1298.490","deg","293.870","ddeg","45.81675565","ddeg","-129.75435440",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031509457.jpg",,"/BrowCam.20230913_031509457.jpg",,"/UserSelect.20230913_031509457.jpg",,"/SciCam.20230913_031509457.jpg","meters","0.00","meters","1298.34","deg","293.88","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.3","deg","-1.0","degC","2.30","degC","-999.99","degC","-999.99","degC","-999.99"
"6501295b19a182001b1d1bcd","2023-09-13T03:15:39.486Z","ASNAP","admin","",,,,,,,,,,,,"meters","-862309.1","meters","1312.937","deg","294.503","ddeg","45.81675594","ddeg","-129.75434222",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031539486.jpg",,"/BrowCam.20230913_031539486.jpg",,"/UserSelect.20230913_031539486.jpg",,"/SciCam.20230913_031539486.jpg","meters","0.00","meters","1312.79","deg","294.52","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.6","deg","-1.9","degC","2.50","degC","-999.99","degC","-999.99","degC","-999.99"
"6501297919a182001b1d1bd1","2023-09-13T03:16:09.557Z","ASNAP","admin","",,,,,,,,,,,,"meters","-835832.9","meters","1326.123","deg","293.855","ddeg","45.81675781","ddeg","-129.75431912",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031609557.jpg",,"/BrowCam.20230913_031609557.jpg",,"/UserSelect.20230913_031609557.jpg",,"/SciCam.20230913_031609557.jpg","meters","0.00","meters","1325.98","deg","293.89","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.5","deg","-1.3","degC","2.46","degC","-999.99","degC","-999.99","degC","-999.99"
"6501299719a182001b1d1bd5","2023-09-13T03:16:39.605Z","ASNAP","admin","",,,,,,,,,,,,"meters","-809904.3","meters","1341.553","deg","294.278","ddeg","45.81674890","ddeg","-129.75429893",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031639605.jpg",,"/BrowCam.20230913_031639605.jpg",,"/UserSelect.20230913_031639605.jpg",,"/SciCam.20230913_031639605.jpg","meters","0.00","meters","1341.39","deg","294.29","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.4","deg","-1.7","degC","2.67","degC","-999.99","degC","-999.99","degC","-999.99"
"650129b519a182001b1d1bd9","2023-09-13T03:17:09.625Z","ASNAP","admin","",,,,,,,,,,,,"meters","-784517.5","meters","1355.795","deg","294.277","ddeg","45.81674877","ddeg","-129.75427534",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031709625.jpg",,"/BrowCam.20230913_031709625.jpg",,"/UserSelect.20230913_031709625.jpg",,"/SciCam.20230913_031709625.jpg","meters","0.00","meters","1355.65","deg","294.25","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.7","deg","-1.5","degC","2.31","degC","-999.99","degC","-999.99","degC","-999.99"
"650129d319a182001b1d1bdd","2023-09-13T03:17:39.668Z","ASNAP","admin","",,,,,,,,,,,,"meters","-759666.9","meters","1369.921","deg","294.189","ddeg","45.81674063","ddeg","-129.75425670",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031739668.jpg",,"/BrowCam.20230913_031739668.jpg",,"/UserSelect.20230913_031739668.jpg",,"/SciCam.20230913_031739668.jpg","meters","0.00","meters","1369.76","deg","294.20","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.6","deg","-1.5","degC","2.23","degC","-999.99","degC","-999.99","degC","-999.99"
"650129f119a182001b1d1be1","2023-09-13T03:18:09.714Z","ASNAP","admin","",,,,,,,,,,,,"meters","-735346.7","meters","1384.061","deg","322.188","ddeg","45.81672154","ddeg","-129.75421829",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031809714.jpg",,"/BrowCam.20230913_031809714.jpg",,"/UserSelect.20230913_031809714.jpg",,"/SciCam.20230913_031809714.jpg","meters","0.00","meters","1383.96","deg","319.21","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.5","deg","-1.6","degC","2.28","degC","-999.99","degC","-999.99","degC","-999.99"
"65012a0f19a182001b1d1be5","2023-09-13T03:18:39.753Z","ASNAP","admin","",,,,,,,,,,,,"meters","-711551.1","meters","1396.936","deg","263.755","ddeg","45.81670350","ddeg","-129.75419626",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031839753.jpg",,"/BrowCam.20230913_031839753.jpg",,"/UserSelect.20230913_031839753.jpg",,"/SciCam.20230913_031839753.jpg","meters","0.00","meters","1396.80","deg","260.98","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.8","deg","-1.9","degC","2.35","degC","-999.99","degC","-999.99","degC","-999.99"
"65012a2d19a182001b1d1be9","2023-09-13T03:19:09.775Z","ASNAP","admin","",,,,,,,,,,,,"meters","-688274.5","meters","1410.003","deg","200.111","ddeg","45.81671454","ddeg","-129.75420533",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031909775.jpg",,"/BrowCam.20230913_031909775.jpg",,"/UserSelect.20230913_031909775.jpg",,"/SciCam.20230913_031909775.jpg","meters","0.00","meters","1409.88","deg","197.36","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.2","deg","-2.0","degC","1.80","degC","-999.99","degC","-999.99","degC","-999.99"
"65012a4b19a182001b1d1bed","2023-09-13T03:19:39.819Z","ASNAP","admin","",,,,,,,,,,,,"meters","-665511.2","meters","1423.751","deg","233.230","ddeg","45.81672864","ddeg","-129.75420652",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_031939819.jpg",,"/BrowCam.20230913_031939819.jpg",,"/UserSelect.20230913_031939819.jpg",,"/SciCam.20230913_031939819.jpg","meters","0.00","meters","1423.64","deg","233.23","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.8","deg","-1.4","degC","2.25","degC","-999.99","degC","-999.99","degC","-999.99"
"65012a6919a182001b1d1bf1","2023-09-13T03:20:09.864Z","ASNAP","admin","",,,,,,,,,,,,"meters","-643255.3","meters","1437.230","deg","233.493","ddeg","45.81674294","ddeg","-129.75417784",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032009864.jpg",,"/BrowCam.20230913_032009864.jpg",,"/UserSelect.20230913_032009864.jpg",,"/SciCam.20230913_032009864.jpg","meters","0.00","meters","1437.54","deg","233.45","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.0","deg","-1.9","degC","2.14","degC","-999.99","degC","-999.99","degC","-999.99"
"65012a8719a182001b1d1bf5","2023-09-13T03:20:39.885Z","ASNAP","admin","",,,,,,,,,,,,"meters","-621501.3","meters","1450.718","deg","233.270","ddeg","45.81677323","ddeg","-129.75414953",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032039885.jpg",,"/BrowCam.20230913_032039885.jpg",,"/UserSelect.20230913_032039885.jpg",,"/SciCam.20230913_032039885.jpg","meters","0.00","meters","1451.01","deg","233.28","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.3","deg","-1.3","degC","2.18","degC","-999.99","degC","-999.99","degC","-999.99"
"65012aa519a182001b1d1bf9","2023-09-13T03:21:09.911Z","ASNAP","admin","",,,,,,,,,,,,"meters","-600243.3","meters","1463.986","deg","233.410","ddeg","45.81678993","ddeg","-129.75411528",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032109911.jpg",,"/BrowCam.20230913_032109911.jpg",,"/UserSelect.20230913_032109911.jpg",,"/SciCam.20230913_032109911.jpg","meters","0.00","meters","1464.31","deg","233.41","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.0","deg","-1.7","degC","2.16","degC","-999.99","degC","-999.99","degC","-999.99"
"65012ac319a182001b1d1bfd","2023-09-13T03:21:39.930Z","ASNAP","admin","",,,,,,,,,,,,"meters","-579475.7","meters","1477.521","deg","233.390","ddeg","45.81679598","ddeg","-129.75407233",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032139930.jpg",,"/BrowCam.20230913_032139930.jpg",,"/UserSelect.20230913_032139930.jpg",,"/SciCam.20230913_032139930.jpg","meters","0.00","meters","1477.85","deg","233.38","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.7","deg","-1.3","degC","2.12","degC","-999.99","degC","-999.99","degC","-999.99"
"65012ae119a182001b1d1c01","2023-09-13T03:22:09.975Z","ASNAP","admin","",,,,,,,,,,,,"meters","-559192.7","meters","1491.513","deg","233.072","ddeg","45.81678259","ddeg","-129.75406129",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032209975.jpg",,"/BrowCam.20230913_032209975.jpg",,"/UserSelect.20230913_032209975.jpg",,"/SciCam.20230913_032209975.jpg","meters","0.00","meters","1491.82","deg","233.11","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.4","deg","-1.4","degC","2.04","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b0019a182001b1d1c05","2023-09-13T03:22:40.013Z","ASNAP","admin","",,,,,,,,,,,,"meters","-538736.7","meters","1506.156","deg","233.049","ddeg","45.81675647","ddeg","-129.75405780",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032240013.jpg",,"/BrowCam.20230913_032240013.jpg",,"/UserSelect.20230913_032240013.jpg",,"/SciCam.20230913_032240013.jpg","meters","0.00","meters","1506.01","deg","233.06","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.5","deg","-1.5","degC","2.08","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b1e19a182001b1d1c09","2023-09-13T03:23:10.087Z","ASNAP","admin","",,,,,,,,,,,,"meters","-519421.5","meters","1520.349","deg","232.907","ddeg","45.81673500","ddeg","-129.75404473",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032310087.jpg",,"/BrowCam.20230913_032310087.jpg",,"/UserSelect.20230913_032310087.jpg",,"/SciCam.20230913_032310087.jpg","meters","0.00","meters","1520.22","deg","232.89","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.5","deg","-1.5","degC","2.04","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b3c19a182001b1d1c0d","2023-09-13T03:23:40.136Z","ASNAP","admin","",,,,,,,,,,,,"meters","-500573.6","meters","1534.389","deg","233.193","ddeg","45.81670487","ddeg","-129.75402464",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032340136.jpg",,"/BrowCam.20230913_032340136.jpg",,"/UserSelect.20230913_032340136.jpg",,"/SciCam.20230913_032340136.jpg","meters","0.00","meters","1534.26","deg","233.21","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.6","deg","-1.5","degC","2.06","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b5a19a182001b1d1c11","2023-09-13T03:24:10.206Z","ASNAP","admin","",,,,,,,,,,,,"meters","-482187.2","meters","1548.689","deg","233.202","ddeg","45.81669036","ddeg","-129.75400722",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032410206.jpg",,"/BrowCam.20230913_032410206.jpg",,"/UserSelect.20230913_032410206.jpg",,"/SciCam.20230913_032410206.jpg","meters","0.00","meters","1548.53","deg","233.21","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.6","deg","-1.5","degC","1.98","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b7819a182001b1d1c15","2023-09-13T03:24:40.254Z","ASNAP","admin","",,,,,,,,,,,,"meters","-464256.6","meters","1562.757","deg","232.970","ddeg","45.81667926","ddeg","-129.75400580",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032440254.jpg",,"/BrowCam.20230913_032440254.jpg",,"/UserSelect.20230913_032440254.jpg",,"/SciCam.20230913_032440254.jpg","meters","0.00","meters","1562.62","deg","232.97","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.4","deg","-1.6","degC","2.01","degC","-999.99","degC","-999.99","degC","-999.99"
"65012b9619a182001b1d1c19","2023-09-13T03:25:10.323Z","ASNAP","admin","",,,,,,,,,,,,"meters","-446776.2","meters","1576.735","deg","233.109","ddeg","45.81666393","ddeg","-129.75401105",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032510323.jpg",,"/BrowCam.20230913_032510323.jpg",,"/UserSelect.20230913_032510323.jpg",,"/SciCam.20230913_032510323.jpg","meters","0.00","meters","1576.61","deg","233.11","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.5","deg","-1.4","degC","1.94","degC","-999.99","degC","-999.99","degC","-999.99"
"65012bb419a182001b1d1c1d","2023-09-13T03:25:40.400Z","ASNAP","admin","",,,,,,,,,,,,"meters","-429740.1","meters","1590.734","deg","233.231","ddeg","45.81664741","ddeg","-129.75401050",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032540400.jpg",,"/BrowCam.20230913_032540400.jpg",,"/UserSelect.20230913_032540400.jpg",,"/SciCam.20230913_032540400.jpg","meters","0.00","meters","1590.57","deg","233.22","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.8","deg","-1.5","degC","2.00","degC","-999.99","degC","-999.99","degC","-999.99"
"65012bd219a182001b1d1c21","2023-09-13T03:26:10.456Z","ASNAP","admin","",,,,,,,,,,,,"meters","-413142.8","meters","1604.824","deg","233.200","ddeg","45.81664243","ddeg","-129.75398751",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032610456.jpg",,"/BrowCam.20230913_032610456.jpg",,"/UserSelect.20230913_032610456.jpg",,"/SciCam.20230913_032610456.jpg","meters","0.00","meters","1604.67","deg","233.20","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.0","deg","-1.7","degC","1.95","degC","-999.99","degC","-999.99","degC","-999.99"
"65012bf019a182001b1d1c25","2023-09-13T03:26:40.532Z","ASNAP","admin","",,,,,,,,,,,,"meters","-396978.3","meters","1618.272","deg","233.620","ddeg","45.81665871","ddeg","-129.75394146",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032640532.jpg",,"/BrowCam.20230913_032640532.jpg",,"/UserSelect.20230913_032640532.jpg",,"/SciCam.20230913_032640532.jpg","meters","0.00","meters","1618.14","deg","233.62","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.2","deg","-1.6","degC","1.93","degC","-999.99","degC","-999.99","degC","-999.99"
"65012c0e19a182001b1d1c29","2023-09-13T03:27:10.569Z","ASNAP","admin","",,,,,,,,,,,,"meters","-381241.1","meters","1632.232","deg","233.262","ddeg","45.81667119","ddeg","-129.75392574",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032710569.jpg",,"/BrowCam.20230913_032710569.jpg",,"/UserSelect.20230913_032710569.jpg",,"/SciCam.20230913_032710569.jpg","meters","0.00","meters","1632.10","deg","233.29","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.7","deg","-1.6","degC","1.80","degC","-999.99","degC","-999.99","degC","-999.99"
"65012c2c19a182001b1d1c2d","2023-09-13T03:27:40.619Z","ASNAP","admin","",,,,,,,,,,,,"meters","-365925.4","meters","1646.888","deg","233.200","ddeg","45.81664237","ddeg","-129.75394307",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032740619.jpg",,"/BrowCam.20230913_032740619.jpg",,"/UserSelect.20230913_032740619.jpg",,"/SciCam.20230913_032740619.jpg","meters","0.00","meters","1646.72","deg","233.19","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.2","deg","-1.5","degC","1.91","degC","-999.99","degC","-999.99","degC","-999.99"
"65012c4a19a182001b1d1c31","2023-09-13T03:28:10.666Z","ASNAP","admin","",,,,,,,,,,,,"meters","-351025.4","meters","1661.199","deg","232.987","ddeg","45.81660314","ddeg","-129.75397651",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032810666.jpg",,"/BrowCam.20230913_032810666.jpg",,"/UserSelect.20230913_032810666.jpg",,"/SciCam.20230913_032810666.jpg","meters","0.00","meters","1661.04","deg","232.98","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.0","deg","-1.5","degC","1.92","degC","-999.99","degC","-999.99","degC","-999.99"
"65012c6819a182001b1d1c35","2023-09-13T03:28:40.688Z","ASNAP","admin","",,,,,,,,,,,,"meters","-336535.6","meters","1675.386","deg","233.013","ddeg","45.81657671","ddeg","-129.75401285",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_032840688.jpg",,"/BrowCam.20230913_032840688.jpg",,"/UserSelect.20230913_032840688.jpg",,"/SciCam.20230913_032840688.jpg","meters","0.00","meters","1675.24","deg","233.02","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.0","deg","-1.5","degC","1.72","degC","-999.99","degC","-999.99","degC","-999.99"
